cod,descr,per,anoinicio,unidade
17301,NFSP sem desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Juros reais - Externa - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""%"""
17381,Dívida Líquida do Setor Público (% PIB valorizado) - Total - Governo Federal e Banco Central,"""M""",1991,"""%"""
17382,Dívida Líquida do Setor Público (% PIB valorizado) - Total - Governo Federal,"""M""",1998,"""%"""
17383,Dívida Líquida do Setor Público (% PIB valorizado) - Total - Banco Central,"""M""",1998,"""%"""
17384,Dívida Líquida do Setor Público (% PIB valorizado) - Total - Governos estaduais e municipais,"""M""",1991,"""%"""
17385,Dívida Líquida do Setor Público (% PIB valorizado) - Total - Governos estaduais,"""M""",1998,"""%"""
17386,Dívida Líquida do Setor Público (% PIB valorizado) - Total - Governos municipais,"""M""",1998,"""%"""
17387,Dívida Líquida do Setor Público (% PIB valorizado) - Total - Empresas estatais,"""M""",2001,"""%"""
17388,Dívida Líquida do Setor Público (% PIB valorizado) - Total - Empresas estatais federais,"""M""",2001,"""%"""
17389,Dívida Líquida do Setor Público (% PIB valorizado) - Total - Empresas estatais estaduais,"""M""",1998,"""%"""
17390,Dívida Líquida do Setor Público (% PIB valorizado) - Total - Empresas estatais municipais,"""M""",1998,"""%"""
17391,Dívida Líquida do Setor Público (% PIB valorizado) - Total - Setor público consolidado,"""M""",2001,"""%"""
17392,Dívida Líquida do Setor Público (% PIB valorizado) - Interna - Governo Federal e Banco Central,"""M""",1991,"""%"""
17393,Dívida Líquida do Setor Público (% PIB valorizado) - Interna - Governo Federal,"""M""",1998,"""%"""
17394,Dívida Líquida do Setor Público (% PIB valorizado) - Interna - Banco Central,"""M""",1998,"""%"""
17395,Dívida Líquida do Setor Público (% PIB valorizado) - Interna - Governos estaduais e municipais,"""M""",1991,"""%"""
17396,Dívida Líquida do Setor Público (% PIB valorizado) - Interna - Governos estaduais,"""M""",1998,"""%"""
17397,Dívida Líquida do Setor Público (% PIB valorizado) - Interna - Governos municipais,"""M""",1998,"""%"""
17398,Dívida Líquida do Setor Público (% PIB valorizado) - Interna - Empresas estatais,"""M""",2001,"""%"""
17399,Dívida Líquida do Setor Público (% PIB valorizado) - Interna - Empresas estatais federais,"""M""",2001,"""%"""
17400,Dívida Líquida do Setor Público (% PIB valorizado) - Interna - Empresas estatais estaduais,"""M""",1998,"""%"""
17401,Dívida Líquida do Setor Público (% PIB valorizado) - Interna - Empresas estatais municipais,"""M""",1998,"""%"""
17402,Dívida Líquida do Setor Público (% PIB valorizado) - Interna - Setor público consolidado,"""M""",2001,"""%"""
17403,Dívida Líquida do Setor Público (% PIB valorizado) - Externa - Governo Federal e Banco Central,"""M""",1991,"""%"""
17404,Dívida Líquida do Setor Público (% PIB valorizado) - Externa - Governo Federal,"""M""",1998,"""%"""
17405,Dívida Líquida do Setor Público (% PIB valorizado) - Externa - Banco Central,"""M""",1998,"""%"""
17406,Dívida Líquida do Setor Público (% PIB valorizado) - Externa - Governos estaduais e municipais,"""M""",1991,"""%"""
17407,Dívida Líquida do Setor Público (% PIB valorizado) - Externa - Governos estaduais,"""M""",1998,"""%"""
17408,Dívida Líquida do Setor Público (% PIB valorizado) - Externa - Governos municipais,"""M""",1998,"""%"""
17409,Dívida Líquida do Setor Público (% PIB valorizado) - Externa - Empresas estatais,"""M""",2001,"""%"""
17410,Dívida Líquida do Setor Público (% PIB valorizado) - Externa - Empresas estatais federais,"""M""",2001,"""%"""
17411,Dívida Líquida do Setor Público (% PIB valorizado) - Externa - Empresas estatais estaduais,"""M""",1998,"""%"""
17412,Dívida Líquida do Setor Público (% PIB valorizado) - Externa - Empresas estatais municipais,"""M""",1998,"""%"""
17413,Dívida Líquida do Setor Público (% PIB valorizado) - Externa - Setor público consolidado,"""M""",2001,"""%"""
17414,Dívida líquida do governo geral (% PIB valorizado),"""M""",1998,"""%"""
17415,Dívida bruta do governo geral (% PIB valorizado) - Metodologia utilizada até 2007,"""M""",1998,"""%"""
17416,Ajuste de privatização - Saldos (% PIB valorizado),"""M""",2001,"""%"""
17417,Ajuste patrimonial - Saldos (% PIB valorizado),"""M""",2001,"""%"""
17418,Ajuste metodológico sobre dívida externa - Saldos (% PIB valorizado),"""M""",2001,"""%"""
17419,Dívida fiscal líquida com câmbio - Saldos (% PIB valorizado),"""M""",2001,"""%"""
17420,Ajuste metodológico sobre dívida interna - Saldos (% PIB valorizado),"""M""",2001,"""%"""
17421,Dívida fiscal líquida - Saldos (% PIB valorizado),"""M""",2001,"""%"""
17422,Dívida bruta do governo geral (% PIB valorizado) - Metodologia utilizada a partir de 2008,"""M""",2006,"""%"""
17439,Índice de Atividade Econômica do Banco Central (IBC-Br) (descontinuada),,,
17459,Arrendamento mercantil (Leasing) - pessoas físicas/PIB,"""M""",2001,"""%"""
17460,Arrendamento mercantil (Leasing) - pessoas jurídicas/PIB,"""M""",2001,"""%"""
17461,Saldo das operações de crédito com recursos livres em relação ao PIB,"""M""",2001,"""%"""
17462,Saldo das operações de crédito com recursos direcionados em relação ao PIB,"""M""",2001,"""%"""
17463,Arrendamento mercantil (leasing) - total/PIB,"""M""",2001,"""%"""
17464,Saldo das operações de crédito ao setor público federal em relação ao PIB,"""M""",2001,"""%"""
17465,Saldo das operações de crédito ao setor público estadual e municipal em relação ao PIB,"""M""",2001,"""%"""
17466,Saldo das operações de crédito ao setor público em relação ao PIB,"""M""",2001,"""%"""
17467,Saldo das operações de crédito ao setor privado industrial em relação ao PIB,"""M""",2001,"""%"""
17468,Saldo das operações de crédito ao setor de habitação em relação ao PIB,"""M""",2001,"""%"""
17469,Saldo das operações de crédito ao setor rural em relação ao PIB,"""M""",2001,"""%"""
17470,Saldo das operações de crédito ao setor comercial em relação ao PIB,"""M""",2001,"""%"""
17471,Saldo das operações de crédito a pessoas físicas em relação ao PIB,"""M""",2001,"""%"""
17472,Saldo das operações de crédito ao setor privado de outros serviços em relação ao PIB,"""M""",2001,"""%"""
17473,Saldo das operações de crédito ao setor privado em relação ao PIB,"""M""",2001,"""%"""
17474,Saldo das operações de crédito em relação ao PIB - exlusive crédito para intermediários financeiros,"""M""",2001,"""%"""
17475,Crédito do sistema financeiro (Referencial de tx de juros PJ)/PIB,"""M""",2001,"""%"""
17476,Saldo das operações de crédito das instituições financeiras sob controle privado em relação ao PIB - sem crédito para intermediários financeiros,"""M""",2001,"""%"""
17477,Saldo das operações de crédito das instituições financeiras sob controle público em relação ao PIB - sem crédito para intermediários financeiros,"""M""",2001,"""%"""
17478,Saldo das operações de crédito das inst. financeiras - controle privado nacional em relação ao PIB - sem crédito para intermediários financeiros,"""M""",2001,"""%"""
17479,Saldo das operações de crédito das inst. financeiras sob controle estrangeiro em relação ao PIB - sem crédito para intermediários financeiros,"""M""",2001,"""%"""
17480,Crédito referencial de taxas de juros - pessoas físicas/PIB,"""M""",2001,"""%"""
17481,Crédito com recursos livres das cooperativas - pessoas físicas/PIB,"""M""",2001,"""%"""
17482,Crédito com recursos livres para pessoas físicas - outros/PIB,"""M""",2001,"""%"""
17483,Saldo das operações de crédito com recursos livres a pessoas físicas em relação ao PIB,"""M""",2001,"""%"""
17484,Crédito referencial de taxas de juros doméstico - pessoas jurídicas/PIB,"""M""",2001,"""%"""
17485,Crédito com recursos livres rural - pessoas jurídicas/PIB,"""M""",2001,"""%"""
17486,Crédito com recursos livres para pessoas jurídicas - outros/PIB,"""M""",2001,"""%"""
17487,Crédito referencial de taxas de juros externo - pessoas jurídicas/PIB,"""M""",2001,"""%"""
17488,Saldo das operações de crédito com recursos livres a pessoas jurídicas em relação ao PIB,"""M""",2001,"""%"""
17489,Crédito com recursos livres - recursos domésticos para pessoas jurídicas/PIB,"""M""",2001,"""%"""
17490,Crédito do sistema financeiro (Referencial de tx de juros)/PIB,"""M""",2001,"""%"""
17491,Produto Interno Bruto corrente a preços de mercado (Ref. 1985) - Centro-Oeste,"""A""",1985,"""R$"""
17492,Produto Interno Bruto per capita corrente (Ref. 1985) - Centro-Oeste,"""A""",1985,"""R$"""
17493,Valor Adicionado Bruto - variação anual real (Ref. 1985) - Centro-Oeste,"""A""",1985,"""%"""
17494,Valor Adicionado Bruto per capita - variação anual real (Ref. 1985) - Centro-Oeste,"""A""",1985,"""%"""
17498,Produto Interno Bruto corrente a preços de mercado (Ref. 2002) - Centro-Oeste,"""A""",2002,"""R$"""
17500,Produto Interno Bruto - variação anual real (Ref. 2002) - Centro-Oeste,"""A""",2002,"""%"""
17506,Produto Interno Bruto corrente a preços de mercado (Ref. 2002) - Mato Grosso,"""A""",2002,"""R$"""
17507,Produto Interno Bruto - variação anual real (Ref. 2002) - Mato Grosso,"""A""",2002,"""%"""
17520,Produto Interno Bruto corrente a preços de mercado (Ref. 2002) - Mato Grosso do Sul,"""A""",2002,"""R$"""
17522,Produto Interno Bruto - variação anual real (Ref. 2002) - Mato Grosso do Sul,"""A""",2002,"""%"""
17524,Produto Interno Bruto corrente a preços de mercado (Ref. 2002) - Distrito Federal,"""A""",2002,"""R$"""
17525,Produto Interno Bruto - variação anual real (Ref. 2002) - Distrito Federal,"""A""",2002,"""%"""
17537,Produto Interno Bruto corrente a preços de mercado (Ref. 2002) - Rio de Janeiro,"""A""",1995,"""R$"""
17539,Produto Interno Bruto corrente a preços de mercado (Ref. 2002)  Sul,"""A""",1995,"""R$"""
17541,Produto Interno Bruto corrente a preços de mercado (Ref. 2002) - Goiás,"""A""",2002,"""R$"""
17543,Produto Interno Bruto - variação anual real (Ref. 2002) - Goiás,"""A""",2002,"""%"""
17546,Produto Interno Bruto corrente a preços de mercado (Ref. 2002) - Minas Gerais,"""A""",2002,"""R$"""
17548,Produto Interno Bruto - variação anual real (Ref. 2002) - Minas Gerais,"""A""",2002,"""%"""
17550,Produto Interno Bruto corrente a preços de mercado - Paraná (Ref. 2002),"""A""",1995,"""R$"""
17551,Produto Interno Bruto corrente a preços de mercado (Ref. 2002)  Rio Grande do Sul,"""A""",1995,"""R$"""
17554,Produto Interno Bruto - variação anual real - Paraná (Ref. 2002),"""A""",1995,"""%"""
17557,Produto Interno Bruto corrente a preços de mercado - Santa Catarina (Ref. 2002),"""A""",1995,"""R$"""
17559,Produto Interno Bruto - variação anual real - Santa Catarina (Ref. 2002),"""A""",1995,"""%"""
17562,Produto Interno Bruto - variação anual real (Ref. 2002) - Rio de Janeiro,"""A""",1995,"""R$"""
17564,Produto Interno Bruto corrente a preços de mercado (Ref. 2002) - Espírito Santo,"""A""",1995,"""R$"""
17566,Produto Interno Bruto - variação anual real (Ref. 2002) - Espírito Santo,"""A""",1995,"""R$"""
17580,Produto Interno Bruto - variação anual real (Ref. 2002) - Rio Grande do Sul,"""A""",1996,"""%"""
17581,Produto Interno Bruto - variação anual real (Ref. 2002) - Sul,"""A""",1996,"""%"""
17582,Produto Interno Bruto corrente a preços de mercado (Ref. 1985) - Nordeste,"""A""",1985,"""R$"""
17584,Valor Adcionado Bruto - variação anual real (ref. 1985) - Nordeste,"""A""",1986,"""%"""
17585,Valor adicionado bruto per capita - variação anual real (Ref. 1985) - Nordeste,"""A""",1986,"""%"""
17599,Produto Interno Bruto corrente a preços de mercado - Nordeste,"""A""",1995,"""R$"""
17600,Produto Interno Bruto per capita corrente - Nordeste,"""A""",1995,"""R$"""
17601,Produto Interno Bruto - variação anual real - Nordeste,"""A""",1995,"""R$"""
17619,Produto Interno Bruto per capita - variação anual real - Nordeste,"""A""",1996,"""%"""
17620,Insuficiência de direcionamento de crédito - Depósitos de poupança - Crédito imobiliário (em espécie),"""M""",1998,"""u.m.c. (mil)"""
17621,Insuficiência de direcionamento de crédito - Depósitos de poupança - Crédito rural (em espécie),"""M""",2003,"""u.m.c. (mil)"""
17622,Insuficiência de direcionamento de crédito - Depósitos à vista - Crédito rural (em espécie),"""M""",2002,"""u.m.c. (mil)"""
17623,Insuficiência de direcionamento de crédito - Depósitos à vista - Microcrédito (em espécie),"""M""",2003,"""u.m.c. (mil)"""
17624,Insuficiência de direcionamento de crédito - Total,"""M""",1998,"""u.m.c. (mil)"""
17625,Outros recolhimentos - Total,"""M""",1998,"""u.m.c. (mil)"""
17626,Índice de Mercado Anbima dos títulos públicos federais prefixados com maturidade inferior a um ano - IRF-M 1,"""D""",2000,"""Índice"""
17627,Índice de Mercado Anbima dos títulos públicos federais prefixados com maturidade igual ou superior a um ano - IRF-M 1+,"""D""",2000,"""Índice"""
17628,Índice de Mercado Anbima Geral - IMA-Geral ex-C,"""D""",2005,"""Índice"""
17629,Produto Interno Bruto corrente a preços de mercado  Bahia,"""A""",1995,"""R$"""
17631,Produto Interno Bruto - variação anual real - Bahia,"""A""",1995,"""R$"""
17632,Índice de Atividade Econômica do Banco Central (IBC-Br) - com ajuste sazonal (descontinuada),,,
17633,Recolhimentos obrigatórios de instituições financeiras - Saldo total,"""M""",1994,"""u.m.c. (mil)"""
17634,Produto Interno Bruto corrente a preços de mercado - Ceará,"""A""",1995,"""R$"""
17635,Produto Interno Bruto corrente a preços de mercado - Maranhão,"""A""",1995,"""R$"""
17636,Produto Interno Bruto corrente a preços de mercado - Piauí,"""A""",1995,"""R$"""
17659,Índice de Atividade Econômica Regional (metodologia antiga) - Espírito Santo,"""M""",2002,"""Índice"""
17660,Sondagem de Serviços - Índice de Confiança de Serviços,"""M""",2008,"""Pontos"""
17661,Sondagem de Serviços - Índice de Situação Atual (ISA-S),"""M""",2008,"""Pontos"""
17662,Sondagem de Serviços - Índice de Expectativas (IE-S),"""M""",2008,"""Pontos"""
17679,Índice de Preços ao Consumidor da Terceira Idade,"""M""",1994,"""Var. % mensal"""
17680,Índice de Preços ao Consumidor - Classe 1,"""M""",2004,"""Var. % mensal"""
17700,Índice de Atividade Econômica Regional (metodologia antiga) - Região Norte,"""M""",2002,"""Índice"""
17702,Índice de Atividade Econômica Regional (metodologia antiga) - Pará,"""M""",2002,"""Índice"""
17703,Índice de Atividade Econômica Regional (metodologia antiga) - Amazonas,"""M""",2002,"""Índice"""
17704,Índice de Atividade Econômica Regional (metodologia antiga) - Pernambuco - com ajuste sazonal,"""M""",2002,"""Índice"""
17719,Índice de Atividade Econômica Regional (metodologia antiga) - Minas Gerais - com ajuste sazonal,"""M""",2002,"""Índice"""
17720,Índice de Atividade Econômica Regional (metodologia antiga) - Região Centro-Oeste - com ajuste sazonal,"""M""",2002,"""Índice"""
17721,Índice de Atividade Econômica Regional (metodologia antiga) - Goiás,"""M""",2002,"""Índice"""
17722,Índice de Atividade Econômica Regional (metodologia antiga) - Goiás - com ajuste sazonal,"""M""",2002,"""Índice"""
17724,Índice de Atividade Econômica Regional (metodologia antiga) - Rio de Janeiro - com ajuste sazonal,"""M""",2002,"""Índice"""
17739,Índice de Atividade Econômica Regional (metodologia antiga) - Espírito Santo - com ajuste sazonal,"""M""",2002,"""Índice"""
17740,Índice de Atividade Econômica Regional (metodologia antiga) - Região Sul - com ajuste sazonal,"""M""",2002,"""Índice"""
17741,Índice de Atividade Econômica Regional (metodologia antiga) - Rio Grande do Sul - com ajuste sazonal,"""M""",2002,"""Índice"""
17742,Índice de Atividade Econômica Regional (metodologia antiga) - Santa Catarina - com ajuste sazonal,"""M""",2002,"""Índice"""
17744,Índice de Atividade Econômica Regional (metodologia antiga) - Paraná - com ajuste sazonal,"""M""",2002,"""Índice"""
17751,Índice de Atividade Econômica Regional (metodologia antiga)  Nordeste  com ajuste sazonal,"""M""",2002,"""Índice"""
17752,Índice de Atividade Econômica Regional (metodologia antiga)  Ceará  com ajuste sazonal,"""M""",2002,"""Índice"""
17753,Índice de Atividade Econômica Regional (metodologia antiga) - São Paulo - com ajuste sazonal,"""M""",2002,"""Índice"""
17754,Índice de Atividade Econômica Regional (metodologia antiga) - Região Sudeste - com ajuste sazonal,"""M""",2002,"""Índice"""
17755,Índice de Atividade Econômica Regional (metodologia antiga) - Bahia - com ajuste sazonal,"""M""",2002,"""Índice"""
17756,Índice de Atividade Econômica Regional (metodologia antiga) - Região Norte - com ajuste sazonal,"""M""",2002,"""Índice"""
17799,Depósitos a prazo (Reaplicação automática) - Saldo em final de período,"""M""",1995,"""u.m.c. (mil)"""
17800,Depósitos a prazo (Reaplicação automática) - Captação líquida - Saldo em final de período,"""M""",1995,"""u.m.c. (mil)"""
17801,Depósitos a prazo (Reaplicação automática) - Rendimentos pagos - Saldo em final de período,"""M""",1995,"""u.m.c. (mil)"""
17802,Dívida mobiliária federal - Títulos do Tesouro Nacional - Emitidos em oferta pública - Prazo e duração médios - NTN-F,"""M""",2003,"""Meses"""
17803,Índice de volume de vendas no varejo - Nordeste,"""M""",2000,"""Índice"""
17839,Índice de Commodities - Brasil (IC-Br) (até nov/2011),"""M""",2005,"""Índice"""
17840,Índice de Commodities - Brasil Agropecuária (IC-Br Agropecuária) (até nov/2011),"""M""",2005,"""Índice"""
17841,Índice de Commodities - Brasil Metal (IC-Br Metal) (até nov/2011),"""M""",2005,"""Índice"""
17842,Índice de Commodities - Brasil Energia (IC-Br Energia) (até nov/2011),"""M""",2005,"""Índice"""
17843,Intervenções líquidas do Banco Central no mercado à vista  contratos liquidados  diária,"""D""",2009,"""US$ (milhões)"""
17844,"Índice volume de vendas no varejo (2003=100) - Automóveis, motocicletas, partes e peças - Nordeste",,,
17845,Índice volume de vendas no varejo (2003=100) - Combustíveis e lubrificantes - Nordeste,,,
17846,"Índice volume de vendas no varejo (2003=100) - Hiper/supermercado, Prod. alimentícios, bebidas, fumo - Nordeste",,,
17847,Índice volume de vendas no varejo (2003=100) - Hipermercados e supermercados - Nordeste,,,
17848,Índice volume de vendas no varejo (2003=100) - Móveis e eletrodomésticos - Nordeste,,,
17849,"Índice volume de vendas no varejo (2003=100) - Tecido, vestuário e calçado - Nordeste",,,
17859,População - Nordeste,"""A""",1985,"""Unidades"""
17861,Exportações (Fob) - Palestina,"""M""",2011,"""US$"""
17862,Importações (Fob) - Palestina,"""M""",2011,"""US$"""
17863,Saldo das operações de crédito ao setor imobiliário - Pessoas jurídicas,"""M""",2004,"""u.m.c. (milhões)"""
17864,"Saldo das operações de crédito ao setor automotivo - Pessoas jurídicas - Comércio, produção e consumo","""M""",2004,"""u.m.c. (milhões)"""
17865,Saldo das operações de crédito ao setor imobiliário - Pessoas jurídicas - Incorporação de imóveis,"""M""",2004,"""u.m.c. (milhões)"""
17866,Saldo das operações de crédito ao setor imobiliário - Pessoas jurídicas - Construção de imóveis,"""M""",2004,"""u.m.c. (milhões)"""
17867,Saldo das operações de crédito ao setor imobiliário - Pessoas jurídicas - Atividades associadas a construções,"""M""",2004,"""u.m.c. (milhões)"""
17868,Saldo das operações de crédito ao setor imobiliário - Pessoas jurídicas - Administração de imóveis,"""M""",2004,"""u.m.c. (milhões)"""
17869,Saldo das operações de crédito ao setor imobiliário,"""M""",2004,"""u.m.c. (milhões)"""
17870,Saldo das operações de crédito ao setor automotivo - Pessoas jurídicas - Produção de veículos,"""M""",2004,"""u.m.c. (milhões)"""
17871,Saldo das operações de crédito ao setor automotivo - Pessoas jurídicas - Produção de autopeças,"""M""",2004,"""u.m.c. (milhões)"""
17872,Saldo das operações de crédito ao setor automotivo - Pessoas jurídicas - Produção de autopeças e veículos,"""M""",2004,"""u.m.c. (milhões)"""
17873,Saldo das operações de crédito ao setor automotivo - Pessoas jurídicas - Comércio de veículos,"""M""",2004,"""u.m.c. (milhões)"""
17874,Saldo das operações de crédito ao setor automotivo - Pessoas jurídicas - Comércio de autopeças,"""M""",2004,"""u.m.c. (milhões)"""
17875,Saldo das operações de crédito ao setor automotivo - Pessoas jurídicas - Comércio de autopeças e veículos,"""M""",2004,"""u.m.c. (milhões)"""
17876,Saldo das operações de crédito ao setor automotivo - Pessoas jurídicas - Consumo,"""M""",2004,"""u.m.c. (milhões)"""
17877,Saldo das operações de crédito ao setor automotivo - Pessoas físicas e pessoas jurídicas,"""M""",2004,"""u.m.c. (milhões)"""
17878,Saldo das operações de crédito ao setor automotivo - Pessoas físicas - Consumo,"""M""",2004,"""u.m.c. (milhões)"""
17879,Cotação de moeda (média de período) - Rublo russo,"""M""",1995,"""u.m.c./US$"""
17880,Taxa de juros oficial  Austrália,"""M""",2000,"""% a.a."""
17881,Taxa de juros oficial  Canadá,"""M""",2001,"""% a.a."""
17882,Cotação de moeda (média de período) - Rand sul africano,"""M""",1980,"""u.m.c./US$"""
17883,Cotação de moeda (média de período) - Rúpia indiana,"""M""",1980,"""u.m.c./US$"""
17884,Cotação de moeda (média de período) - Lira turca,"""M""",1980,"""u.m.c./US$"""
17885,Cotação de moeda (média de período) - Iuan chinês,"""M""",1980,"""u.m.c./US$"""
17886,Cotação de moeda (média de período) - Rúpia da Indonésia,"""M""",1980,"""u.m.c./US$"""
17887,Cotação de moeda (média de período) - Dólar australiano,"""M""",1980,"""US$/u.m.c."""
17888,Cotação de moeda (média de período) - Dólar canadense,"""M""",1980,"""US$/u.m.c."""
17889,Cotação de moeda (fim de período) - Rúpia indiana,"""M""",1980,"""u.m.c./US$"""
17899,Taxa de juros oficial  China,"""M""",2000,"""% a.a."""
17900,Taxa de juros oficial  Área do Euro,"""M""",2000,"""% a.a."""
17901,Taxa de juros oficial  Índia,"""M""",2004,"""% a.a."""
17902,Taxa de juros oficial  Indonésia,"""M""",2005,"""% a.a."""
17903,Taxa de juros oficial  Japão,"""M""",2000,"""% a.a."""
17904,Taxa de juros oficial  México,"""M""",2008,"""% a.a."""
17905,Taxa de juros oficial  Rússia,"""M""",2000,"""% a.a."""
17906,Taxa de juros oficial  África do Sul,"""M""",2001,"""% a.a."""
17907,Taxa de juros oficial  Turquia,"""M""",2002,"""% a.a."""
17908,Taxa de juros oficial  Reino Unido,"""M""",2000,"""% a.a."""
18152,Taxa de juros oficial  Estados Unidos,"""M""",2000,"""% a.a."""
18436,Cotação de moeda (fim de período) - Lira turca,"""M""",1980,"""u.m.c./US$"""
18437,Cotação de moeda (fim de período) -Iuan chinês,"""M""",1980,"""u.m.c./US$"""
18438,Cotação de moeda (fim de período) - Rublo russo,"""M""",1994,"""u.m.c./US$"""
18439,Cotação de moeda (fim de período) - Rand sul africano,"""M""",1980,"""u.m.c./US$"""
18440,Cotação de moeda (fim de período) - Rúpia da Indonésia,"""M""",1980,"""u.m.c./US$"""
18441,Cotação de moeda (fim de período) - Dólar canadense,"""M""",1980,"""US$/u.m.c."""
18442,Cotação de moeda (fim de período) - Dólar australiano,"""M""",1980,"""US$/u.m.c."""
19879,Comprometimento de renda das famílias com amortização da dívida com o Sistema Financeiro Nacional - Com ajuste sazonal,"""M""",2005,"""%"""
19880,Comprometimento de renda das famílias com juros da dívida com o Sistema Financeiro Nacional - Com ajuste sazonal,"""M""",2005,"""%"""
19881,Comprometimento de renda das famílias com o serviço da dívida com o Sistema Financeiro Nacional - Com ajuste sazonal,"""M""",2005,"""%"""
19882,Endividamento das famílias com o Sistema Financeiro Nacional em relação à renda acumulada dos últimos doze meses,"""M""",2005,"""%"""
19899,"Volatilidade-padrão do curto prazo utilizada no cálculo do sVaRi,t - família I  PJUR[1]  Circular 3.498/10","""D""",2011,"""Sem unidade"""
19900,"Volatilidade-padrão do médio prazo utilizada no cálculo do sVaRi,t - família II  PJUR[1]  Circular 3.498/10","""D""",2011,"""Sem unidade"""
19901,"Volatilidade-padrão do longo prazo utilizada no cálculo do sVaRi,t - família III  PJUR[1]  Circular 3.498/10","""D""",2011,"""Sem unidade"""
19902,"Parâmetro-base das correlações RHOi,j utilizadas no cálculo do sVaRtpadrão  PJUR[1]  Circular 3.498/10","""D""",2011,"""Sem unidade"""
19903,Fator de decaimento da correlação utilizado no cálculo do sVaRtpadrão  PJUR[1]  Circular 3.498/10,"""D""",2011,"""Sem unidade"""
19959,Massa Salarial Ampliada Disponível,"""M""",2004,"""R$ (milhões)"""
20019,Taxa Preferencial Brasileira,"""M""",2005,"""% a.a."""
20020,Operações de crédito do sistema financeiro - Recursos direcionados - P físicas,"""M""",2000,"""R$ (milhões)"""
20021,Operações de crédito do sistema financeiro - Recursos direcionados - P jurídicas,"""M""",2000,"""R$ (milhões)"""
20022,Operações de crédito do sistema financeiro - Total - P físicas,"""M""",2000,"""R$ (milhões)"""
20023,Operações de crédito do sistema financeiro - Total - P jurídicas,"""M""",2000,"""R$ (milhões)"""
20048,Índice de Commodities - Brasil,,,
20050,Índice de Commodities - Brasil Agropecuária,,,
20051,Índice de Commodities - Brasil Metal,,,
20052,Índice de Commodities - Brasil Energia,,,
20099,"Artigos farmacêuticos, médicos, ortopédicos, perfumaria e cosméticos","""M""",2003,"""Índice"""
20100,Índice de volume de vendas no comércio varejista ampliado - Total - Rio Grande do Sul,"""M""",2004,"""Índice"""
20101,"Livros, jornais, revistas e papelaria","""M""",2003,"""Índice"""
20102,Equipamentos e materiais para escritório e comunicação,"""M""",2003,"""Índice"""
20103,Índice de volume de vendas no varejo - Materiais de construção - Rio Grande do Sul,"""M""",2004,"""Índice"""
20104,Outros artigos de uso pessoal e doméstico,"""M""",2003,"""Índice"""
20105,Material de construção,"""M""",2003,"""Índice"""
20106,Comércio ampliado,"""M""",2003,"""Índice"""
20107,Índice de volume de vendas no comércio varejista ampliado - Sul,"""M""",2004,"""Índice"""
20108,Índice de volume de vendas no varejo - Ampliado - Minas Gerais,"""M""",2004,"""Índice"""
20109,Índice de volume de vendas no varejo - Ampliado - Mato Grosso do Sul,"""M""",2004,"""Índice"""
20110,Índice de volume de vendas no varejo - Ampliado - Mato Grosso,"""M""",2004,"""Índice"""
20111,Índice de volume de vendas no varejo - Ampliado - Goiás,"""M""",2004,"""Índice"""
20112,Índice de volume de vendas no varejo - Ampliado - Distrito Federal,"""M""",2004,"""Índice"""
20113,"Índice de volume de vendas no varejo - Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos - Minas Gerais","""M""",2004,"""Índice"""
20114,"Índice de volume de vendas no varejo - Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos - Goiás","""M""",2004,"""Índice"""
20115,"Índice de volume de vendas no varejo - Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos - Distrito Federal","""M""",2004,"""Índice"""
20116,"Índice de volume de vendas no varejo - Livros, jornais, revistas e papelaria - Minas Gerais","""M""",2004,"""Índice"""
20117,"Índice de volume de vendas no varejo - Livros, jornais, revistas e papelaria - Goiás","""M""",2004,"""Índice"""
20118,"Índice de volume de vendas no varejo - Livros, jornais, revistas e papelaria - Distrito Federal","""M""",2004,"""Índice"""
20119,"Índice de volume de vendas no varejo - Equipamentos e materiais para escritório, informática e comunicação - Minas Gerais","""M""",2004,"""Índice"""
20120,"Índice de volume de vendas no varejo - Equipamentos e materiais para escritório, informática e comunicação - Goiás","""M""",2004,"""Índice"""
20121,"Índice de volume de vendas no varejo - Equipamentos e materiais para escritório, informática e comunicação - Distrito Federal","""M""",2004,"""Índice"""
20122,Índice de volume de vendas no varejo - Outros artigos de uso pessoal e doméstico - Minas Gerais,"""M""",2004,"""Índice"""
20123,Índice de volume de vendas no varejo - Outros artigos de uso pessoal e doméstico - Goiás,"""M""",2004,"""Índice"""
20124,Índice de volume de vendas no varejo - Outros artigos de uso pessoal e doméstico - Distrito Federal,"""M""",2004,"""Índice"""
20125,Índice de volume de vendas no varejo - Material de construção - Minas Gerais,"""M""",2004,"""Índice"""
20126,Índice de volume de vendas no varejo - Material de construção - Goiás,"""M""",2004,"""Índice"""
20127,Índice de volume de vendas no varejo - Material de construção - Distrito Federal,"""M""",2004,"""Índice"""
20128,"Índice de volume de vendas no varejo - Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos - São Paulo","""M""",2004,"""Índice"""
20129,"Índice de volume de vendas no varejo - Livros, jornais, revistas e papelaria - São Paulo","""M""",2004,"""Índice"""
