cod,descr,per,anoinicio,unidade
20130,"Índice de volume de vendas no varejo - Equipamentos e materiais para escritório, informática e comunicação - São Paulo","""M""",2004,"""Índice"""
20131,Índice de volume de vendas no varejo - Outros artigos de uso pessoal e doméstico - São Paulo,"""M""",2004,"""Índice"""
20132,Índice de volume de vendas no varejo - Material de construção - São Paulo,"""M""",2004,"""Índice"""
20133,Índice de volume de vendas no varejo - Total do comércio ampliado - São Paulo,"""M""",2004,"""Índice"""
20134,Índice de volume de vendas no varejo - Ampliado - Paraná,"""M""",2004,"""Índice"""
20135,"Índice de volume de vendas no varejo - Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos - Paraná","""M""",2004,"""Índice"""
20136,"Índice de volume de vendas no varejo - Livros, jornais, revistas e papelaria - Paraná","""M""",2004,"""Índice"""
20137,"Índice de volume de vendas no varejo - Equipamentos e materiais para escritório, informática e comunicação - Paraná","""M""",2004,"""Índice"""
20138,Índice de volume de vendas no varejo - Outros artigos de uso pessoal e doméstico - Paraná,"""M""",2004,"""Índice"""
20139,Índice de volume de vendas no varejo - Material de construção - Paraná,"""M""",2004,"""Índice"""
20140,"Índice de volume de vendas no varejo - Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos - Sudeste","""M""",2004,"""Índice"""
20141,"Índice de volume de vendas no varejo - Livros, jornais, revistas e papelaria - Sudeste","""M""",2004,"""Índice"""
20142,"Índice de volume de vendas no varejo - Equipamentos e materiais para escritório, informática e comunicação - Sudeste","""M""",2004,"""Índice"""
20143,Índice de volume de vendas no varejo - Outros artigos de uso pessoal e doméstico - Sudeste,"""M""",2004,"""Índice"""
20144,Índice de volume de vendas no varejo - Material de construção - Sudeste,"""M""",2004,"""Índice"""
20145,Índice de volume de vendas no varejo - Ampliado - Sudeste,"""M""",2004,"""Índice"""
20159,Produto Interno Bruto corrente a preços de mercado (Ref. 2002)  São Paulo,"""A""",1995,"""R$"""
20161,Produto Interno Bruto - variação anual real (Ref. 2002) - São Paulo,"""A""",1996,"""%"""
20163,"Índice de volume de vendas no varejo - Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos - Bahia","""M""",2004,"""Índice"""
20164,"Índice de volume de vendas no varejo - Livros, jornais, revistas e papelaria - Bahia","""M""",2004,"""Índice"""
20165,"Índice de volume de vendas no varejo - Equipamentos e materiais para escritório, informática e comunicação - Bahia","""M""",2004,"""Índice"""
20166,Índice de volume de vendas no varejo - Outros artigos de uso pessoal e doméstico - Bahia,"""M""",2004,"""Índice"""
20167,Índice de volume de vendas no varejo ampliado - Bahia,"""M""",2004,"""Índice"""
20168,Índice de volume de vendas no varejo - Material de construção - Bahia,"""M""",2004,"""Índice"""
20169,Produto Interno Bruto corrente a preços de mercado (Ref. 2002) - Sudeste,"""A""",1995,"""R$"""
20171,Produto Interno Bruto  variação anual real (Ref. 2002)  Sudeste,"""A""",1996,"""%"""
20180,Importação de Bens - Norte,"""M""",1990,"""US$ (mil)"""
20181,Saldo da Balança Comercial - Norte,"""M""",1990,"""US$ (mil)"""
20199,Índice de volume de vendas no varejo - Ampliado - Santa Catarina,"""M""",2004,"""Índice"""
20200,"Índice de volume de vendas no varejo - Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos - Santa Catarina","""M""",2004,"""Índice"""
20201,"Índice de volume de vendas no varejo - Livros, jornais, revistas e papelaria - Santa Catarina","""M""",2004,"""Índice"""
20202,"Índice de volume de vendas no varejo - Equipamentos e materiais para escritório, informática e comunicação - Santa Catarina","""M""",2004,"""Índice"""
20203,Índice de volume de vendas no varejo - Outros artigos de uso pessoal e doméstico - Santa Catarina,"""M""",2004,"""Índice"""
20204,Índice de volume de vendas no varejo - Material de construção - Santa Catarina,"""M""",2004,"""Índice"""
20205,Movimento contratado de câmbio interbancário - volume - dólar dos Estados Unidos - liquidação em D+2,"""D""",1994,"""US$"""
20206,Exportações - Óleos brutos de petróleo,"""M""",1989,"""US$"""
20207,Exportações - Trigo em grãos,"""M""",1989,"""US$"""
20208,Exportações - Minérios de cobre e seus concentrados,"""M""",1989,"""US$"""
20209,Exportações - Bovinos vivos,"""M""",1989,"""US$"""
20210,Exportações - Arroz em grãos incl. arroz quebrado,"""M""",1989,"""US$"""
20211,"Exportações - Miudezas de animais, comestíveis","""M""",1989,"""US$"""
20212,"Exportações - Carnes salgadas, incluídas as de frango","""M""",1989,"""US$"""
20213,Exportações - Milhos em grãos,"""M""",1989,"""US$"""
20214,Exportações - Madeiras em estilhas ou em pedaços,"""M""",1989,"""US$"""
20215,Exportações - Álcool etílico,"""M""",1989,"""US$"""
20216,Exportações - Óxidos e hidróxidos de alumínio,"""M""",1989,"""US$"""
20217,Exportações - Tratores,"""M""",1989,"""US$"""
20219,Exportações - Suco de laranja não congelado,"""M""",1989,"""US$"""
20220,Exportações (Kg) - Óleos brutos de petróleo,"""M""",1989,"""kg"""
20221,Exportações (Kg) - Trigo em grãos,"""M""",1989,"""kg"""
20222,Exportações (Kg) - Minérios de cobre e seus concentrados,"""M""",1989,"""kg"""
20223,Exportações (Kg) - Bovinos vivos,"""M""",1989,"""kg"""
20224,Exportações (Kg) - Arroz em grãos incl. arroz quebrado,"""M""",1989,"""kg"""
20225,"Exportações (Kg) - Miudezas de animais, comestíveis","""M""",1989,"""kg"""
20226,"Exportações (Kg) - Carnes salgadas, incluídas as de frango","""M""",1989,"""kg"""
20227,Exportações (Kg) - Milhos em grãos,"""M""",1989,"""kg"""
20228,Exportações (Kg) - Madeiras em estilhas ou em pedaços,"""M""",1989,"""kg"""
20229,Exportações (Kg) - Álcool etílico,"""M""",1989,"""kg"""
20230,Exportações (Kg) - Óxidos e hidróxidos de alumínio,"""M""",1989,"""kg"""
20231,Exportações (Kg) - Tratores,"""M""",1989,"""kg"""
20233,Exportações (Kg) - Suco de laranja não congelado,"""M""",1989,"""kg"""
20239,Ativos com não-residentes - Autoridade Monetária,"""M""",2004,"""u.m.c. (milhões)"""
20240,Passivos com não-residentes - Autoridade Monetária,"""M""",2004,"""u.m.c. (milhões)"""
20241,Ativos com Outras Sociedades de Depósitos - Autoridade Monetária,"""M""",2004,"""u.m.c. (milhões)"""
20242,Ativos com Governo Federal - Autoridade Monetária,"""M""",2004,"""u.m.c. (milhões)"""
20243,Passivos com Governo Federal - Autoridade Monetária,"""M""",2004,"""u.m.c. (milhões)"""
20244,Ativos com Outras Sociedades Financeiras - Autoridade Monetária,"""M""",2004,"""u.m.c. (milhões)"""
20245,Ativos com Governos Estaduais e Municipais - Autoridade Monetária,"""M""",2004,"""u.m.c. (milhões)"""
20246,Passivo - Moeda em circulação - Autoridade Monetária,"""M""",2004,"""u.m.c. (milhões)"""
20247,Passivos com Outras Sociedades de Depósitos - Autoridade Monetária,"""M""",2004,"""u.m.c. (milhões)"""
20248,Passivos com Outros Setores - Autoridade Monetária,"""M""",2004,"""u.m.c. (milhões)"""
20249,Outras obrigações com Outras Sociedades de Depósitos - Autoridade Monetária,"""M""",2004,"""u.m.c. (milhões)"""
20250,Passivo - Depósitos e títulos exceto ações excluídos da base monetária - Autoridade Monetária,"""M""",2004,"""u.m.c. (milhões)"""
20251,Passivo - Ações e outras participações - Autoridade Monetária,"""M""",2004,"""u.m.c. (milhões)"""
20252,Passivo - Outros itens (líquido) - Autoridade Monetária,"""M""",2004,"""u.m.c. (milhões)"""
20253,Ativos com não-residentes - Outras Sociedades de Depósitos,"""M""",2004,"""u.m.c. (milhões)"""
20254,Passivos com não-residentes - Outras Sociedades de Depósitos,"""M""",2004,"""u.m.c. (milhões)"""
20255,Ativo - Moeda - Outras Sociedades de Depósitos,"""M""",2004,"""u.m.c. (milhões)"""
20256,Ativo - Recolhimentos em depósitos - Outras Sociedades de Depósitos,"""M""",2004,"""u.m.c. (milhões)"""
20257,Outros ativos com Banco Central - Outras Sociedades de Depósitos,"""M""",2004,"""u.m.c. (milhões)"""
20258,Ativos com Governo Federal - Outras Sociedades de Depósitos,"""M""",2004,"""u.m.c. (milhões)"""
20259,Passivos com Governo Federal - Outras Sociedades de Depósitos,"""M""",2004,"""u.m.c. (milhões)"""
20260,Ativos com Outras Sociedades Financeiras - Outras Sociedades de Depósitos,"""M""",2004,"""u.m.c. (milhões)"""
20261,Ativos com Governos Estaduais e Municipais - Outras Sociedades de Depósitos,"""M""",2004,"""u.m.c. (milhões)"""
20262,Ativos com Empresas Públicas Não Financeiras - Outras Sociedades de Depósitos,"""M""",2004,"""u.m.c. (milhões)"""
20263,Ativos com Setor Privado - Outras Sociedades de Depósitos,"""M""",2004,"""u.m.c. (milhões)"""
20264,Passivos com Banco Central - Outras sociedades de Depósitos,"""M""",2004,"""u.m.c. (milhões)"""
20265,Passivo - Depósitos transferíveis incluídos nos meios de pagamento amplos - Otras Sociedades de Depósitos,"""M""",2004,"""u.m.c. (milhões)"""
20266,Passivo - Outros depósitos incluídos nos meios de pagamento amplos - Outras Sociedades de Depósitos,"""M""",2004,"""u.m.c. (milhões)"""
20267,Passivo - Títulos exceto ações incluídos nos meios de pagamento amplos - Outras Sociedades de Depósitos,"""M""",2004,"""u.m.c. (milhões)"""
20268,Passivo - Depósitos excluídos dos meios de pagamento amplos - Outras Sociedades de Depósitos,"""M""",2004,"""u.m.c. (milhões)"""
20270,Passivo - Empréstimos - Outras Sociedades de Depósitos,"""M""",2004,"""u.m.c. (milhões)"""
20271,Passivo - Ações e outras participações - Outras Sociedades de Depósitos,"""M""",2004,"""u.m.c. (milhões)"""
20272,Passivo - Outros itens (líquido) - Outras Sociedades de Depósitos,"""M""",2004,"""u.m.c. (milhões)"""
20273,Ativos com não-residentes - Panorama das Sociedades de Depósitos,"""M""",2004,"""u.m.c. (milhões)"""
20274,Passivos com não-residentes - Panorama das Sociedades de Depósitos,"""M""",2004,"""u.m.c. (milhões)"""
20275,Ativos com Governo Federal - Panorama das Sociedades de Depósitos,"""M""",2004,"""u.m.c. (milhões)"""
20276,Passivos com Governo Federal - Panorama das Sociedades de Depósitos,"""M""",2004,"""u.m.c. (milhões)"""
20277,Ativos com Outras Sociedades Financeiras - Panorama das Sociedades de Depósitos,"""M""",2004,"""u.m.c. (milhões)"""
20278,Ativos com Governos Estaduais e Municipais - Panorama das Socidades de Depósitos,"""M""",2004,"""u.m.c. (milhões)"""
20279,Ativos com Empresas Públicas Não Financeiras - Panorama das Sociedades de Depósitos,"""M""",2004,"""u.m.c. (milhões)"""
20280,Ativos com Setor Privado - Panorma das Sociedades de Depósitos,"""M""",2004,"""u.m.c. (milhões)"""
20281,Passivo - Papel-moeda fora das Outras Sociedades de Depósitos - Panorama das Sociedades de Depósitos,"""M""",2004,"""u.m.c. (milhões)"""
20282,Passivo - Depósitos transferíveis - Panorama das Sociedades de Depósitos,"""M""",2004,"""u.m.c. (milhões)"""
20283,Passivo - Outros depósitos - Panorma ds Sociedades de Depósitos,"""M""",2004,"""u.m.c. (milhões)"""
20284,Passivo - Títulos exceto ações - Panorama das Sociedades de Depósitos,"""M""",2004,"""u.m.c. (milhões)"""
20285,Passivo - Depósitos excluídos dos meios de pagamento - Panorama das Sociedades de Depósitos,"""M""",2004,"""u.m.c. (milhões)"""
20287,Passivo - Empréstimos - Panorama das Sociedades de Depósitos,"""M""",2004,"""u.m.c. (milhões)"""
20288,Passivo - Ações e outras participações - Panorama das Sociedades de Depósitos,"""M""",2004,"""u.m.c. (milhões)"""
20289,Passivo - Outros itens (líquido) - Panorama das Sociedades de Depósitos,"""M""",2004,"""u.m.c. (milhões)"""
20290,Ativos com não-residentes - Outras Sociedades Financeiras,"""M""",2006,"""u.m.c. (milhões)"""
20291,Passivos com não-residentes - Outras Sociedades Financeiras,"""M""",2006,"""u.m.c. (milhões)"""
20292,Ativos com Outras Sociedades de Depósitos - Outras Sociedades Financeiras,"""M""",2006,"""u.m.c. (milhões)"""
20293,Ativos com Governo Federal - Outras Sociedades Financeiras,"""M""",2006,"""u.m.c. (milhões)"""
20294,Passivos com Governo Federal - Outras Sociedades Financeiras,"""M""",2006,"""u.m.c. (milhões)"""
20295,Ativos com Governos Estaduais e Municipais - Outras Sociedades Financeiras,"""M""",2006,"""u.m.c. (milhões)"""
20296,Ativos com Empresas Públicas Não Financeiras - Outras Sociedades Financeiras,"""M""",2006,"""u.m.c. (milhões)"""
20297,Ativos com Setor Privado - Outras Sociedades Finenceiras,"""M""",2006,"""u.m.c. (milhões)"""
20298,Passivo - Depósitos - Outras Sociedades Financeiras,"""M""",2006,"""u.m.c. (milhões)"""
20299,Passivo - Títulos exceto ações - Outras Sociedades Financeiras,"""M""",2006,"""u.m.c. (milhões)"""
20300,Passivo - Empréstimos - Outras Sociedades Financeiras,"""M""",2006,"""u.m.c. (milhões)"""
20301,Passivo - Reservas técnicas de seguros - Outras Sociedades Financeiras,"""M""",2006,"""u.m.c. (milhões)"""
20302,Passivo - Ações e outras participações - Outras Sociedades Financeiras,"""M""",2006,"""u.m.c. (milhões)"""
20303,Passivo - Outros itens (líquido) - Outras Sociedades Financeiras,"""M""",2006,"""u.m.c. (milhões)"""
20304,Ativo externo líquido - Autoridade Monetária,"""M""",2004,"""u.m.c. (milhões)"""
20305,Ativos líquidos com Governo Federal - Autoridade Monetária,"""M""",2004,"""u.m.c. (milhões)"""
20306,Passivo Monetário - Autoridade Monetária,"""M""",2004,"""u.m.c. (milhões)"""
20307,Ativo externo líquido - Outras Sociedades de Depósitos,"""M""",2004,"""u.m.c. (milhões)"""
20308,Ativos com Banco Central - Outras Sociedades de Depósitos,"""M""",2004,"""u.m.c. (milhões)"""
20309,Ativos líquidos com Governo Federal - Outras Sociedades de Depósitos,"""M""",2004,"""u.m.c. (milhões)"""
20310,Ativos com Outros Setores - Outras Sociedades de Depósitos,"""M""",2004,"""u.m.c. (milhões)"""
20311,Ativo externo líquido - Panorama das Sociedades de Depósitos,"""M""",2004,"""u.m.c. (milhões)"""
20312,Ativos líquidos com Governo Federal - Panorama das Sociedades de Depósitos,"""M""",2004,"""u.m.c. (milhões)"""
20313,Ativos com Outros Setores - Panorama das Sociedades de Depósitos,"""M""",2004,"""u.m.c. (milhões)"""
20314,Passivo - Moeda em sentido amplo - Panorama das Sociedades de Depósitos,"""M""",2004,"""u.m.c. (milhões)"""
20315,Ativo ext. líquido - Outras Sociedades Financeiras,"""M""",2006,"""u.m.c. (milhões)"""
20316,Ativos líq. com Gov. Fed. - Outras Sociedades Financeiras,"""M""",2006,"""u.m.c. (milhões)"""
20317,Ativos com Outros Set. - Outras Sociedades Financeiras,"""M""",2006,"""u.m.c. (milhões)"""
20318,Ativo - Crédito doméstico - Panorama das Sociedades de Depósitos,"""M""",2004,"""u.m.c. (milhões)"""
20322,"Índice de volume de vendas no varejo - artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos - RS","""M""",2004,"""Índice"""
20323,"Índice de volume de vendas no varejo - livros, jornais, revistas e papelaria - RS","""M""",2004,"""Índice"""
20324,"Índice de volume de vendas no varejo - equipamentos e materiais para escritório, informática e comunicação - RS","""M""",2004,"""Índice"""
20325,Índice de volume de vendas no varejo - outros artigos de uso pessoal e doméstico - RS,"""M""",2004,"""Índice"""
20326,Índice de volume de vendas no varejo - combustíveis e lubrificantes - Sul,"""M""",2000,"""Índice"""
20327,"Índice de volume de vendas no varejo - hipermercados, supermercados, produtos alimentícios, bebidas e fumo - Sul","""M""",2000,"""Índice"""
20328,Índice de volume de vendas no varejo - hipermercados e supermercados - Sul,"""M""",2000,"""Índice"""
