,cod,descr,per,anoinicio,unidade
6623,7015,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado operacional - Externa - Governo Federal e Banco Central,"""M""",1991,"""%"""
6624,7016,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado operacional - Externa - Governo Federal,"""M""",1999,"""%"""
6625,7017,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado operacional - Externa - Banco Central,"""M""",1999,"""%"""
6626,7018,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado operacional - Externa - Governos estaduais e municipais,"""M""",1991,"""%"""
6627,7019,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado operacional - Externa - Governos estaduais,"""M""",1998,"""%"""
6628,7020,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado operacional - Externa - Governos municipais,"""M""",1998,"""%"""
6629,7021,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado operacional - Externa - Empresas estatais,"""M""",1991,"""%"""
6630,7022,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado operacional - Externa - Empresas estatais federais,"""M""",1996,"""%"""
6631,7023,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado operacional - Externa - Empresas estatais estaduais,"""M""",1996,"""%"""
6632,7024,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado operacional - Externa - Empresas estatais municipais,"""M""",1996,"""%"""
6633,7025,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado operacional - Externa - Setor público consolidado,"""M""",1991,"""%"""
6634,7026,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros reais - Total - Governo Federal e Banco Central,"""M""",1991,"""%"""
6635,7027,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros reais - Total - Governo Federal,"""M""",1999,"""%"""
6636,7028,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros reais - Total - Banco Central,"""M""",1999,"""%"""
6637,7029,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros reais - Total - Governos estaduais e municipais,"""M""",1991,"""%"""
6638,7030,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros reais - Total - Governos estaduais,"""M""",1998,"""%"""
6639,7031,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros reais - Total - Governos municipais,"""M""",1998,"""%"""
6640,7032,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros reais - Total - Empresas estatais,"""M""",1991,"""%"""
6641,7033,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros reais - Total - Empresas estatais federais,"""M""",1996,"""%"""
6642,7034,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros reais - Total - Empresas estatais estaduais,"""M""",1996,"""%"""
6643,7035,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros reais - Total - Empresas estatais municipais,"""M""",1996,"""%"""
6644,7036,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros reais - Total - Setor público consolidado,"""M""",1991,"""%"""
6645,7037,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros reais - Interna - Governo Federal e Banco Central,"""M""",1991,"""%"""
6646,7038,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros reais - Interna - Governo Federal,"""M""",1999,"""%"""
6647,7039,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros reais - Interna - Banco Central,"""M""",1999,"""%"""
6648,7040,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros reais - Interna - Governos estaduais e municipais,"""M""",1991,"""%"""
6649,7041,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros reais - Interna - Governos estaduais,"""M""",1998,"""%"""
6650,7042,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros reais - Interna - Governos municipais,"""M""",1998,"""%"""
6651,7043,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros reais - Interna - Empresas estatais,"""M""",1991,"""%"""
6652,7044,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros reais - Interna - Empresas estatais federais,"""M""",1996,"""%"""
6653,7045,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros reais - Interna - Empresas estatais estaduais,"""M""",1996,"""%"""
6654,7046,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros reais - Interna - Empresas estatais municipais,"""M""",1996,"""%"""
6655,7047,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros reais - Interna - Setor público consolidado,"""M""",1991,"""%"""
6656,7048,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros reais - Externa - Governo Federal e Banco Central,"""M""",1991,"""%"""
6657,7049,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros reais - Externa - Governo Federal,"""M""",1999,"""%"""
6658,7050,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros reais - Externa - Banco Central,"""M""",1999,"""%"""
6659,7051,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros reais - Externa - Governos estaduais e municipais,"""M""",1991,"""%"""
6660,7052,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros reais - Externa - Governos estaduais,"""M""",1998,"""%"""
6661,7053,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros reais - Externa - Governos municipais,"""M""",1998,"""%"""
6662,7054,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros reais - Externa - Empresas estatais,"""M""",1991,"""%"""
6663,7055,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros reais - Externa - Empresas estatais federais,"""M""",1996,"""%"""
6664,7056,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros reais - Externa - Empresas estatais estaduais,"""M""",1996,"""%"""
6665,7057,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros reais - Externa - Empresas estatais municipais,"""M""",1996,"""%"""
6666,7058,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros reais - Externa - Setor público consolidado,"""M""",1991,"""%"""
6667,7059,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Resultado nominal - Total - Governo Federal e Banco Central,"""M""",1991,"""%"""
6668,7060,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Resultado nominal - Total - Governo Federal,"""M""",1999,"""%"""
6669,7061,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Resultado nominal - Total - Banco Central,"""M""",1999,"""%"""
6670,7062,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Resultado nominal - Total - Governos estaduais e municipais,"""M""",1991,"""%"""
6671,7063,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Resultado nominal - Total - Governos estaduais,"""M""",1998,"""%"""
6672,7064,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Resultado nominal - Total - Governos municipais,"""M""",1998,"""%"""
6673,7065,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Resultado nominal - Total - Empresas estatais,"""M""",1991,"""%"""
6674,7066,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Resultado nominal - Total - Empresas estatais federais,"""M""",1996,"""%"""
6675,7067,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Resultado nominal - Total - Empresas estatais estaduais,"""M""",1996,"""%"""
6676,7068,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Resultado nominal - Total - Empresas estatais municipais,"""M""",1996,"""%"""
6677,7069,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Resultado nominal - Total - Setor público consolidado,"""M""",1991,"""%"""
6678,7070,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Resultado nominal - Interna - Governo Federal e Banco Central,"""M""",1991,"""%"""
6679,7071,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Resultado nominal - Interna - Governo Federal,"""M""",1999,"""%"""
6680,7072,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Resultado nominal - Interna - Banco Central,"""M""",1999,"""%"""
6681,7073,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Resultado nominal - Interna - Governos estaduais e municipais,"""M""",1991,"""%"""
6682,7074,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Resultado nominal - Interna - Governos estaduais,"""M""",1998,"""%"""
6683,7075,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Resultado nominal - Interna - Governos municipais,"""M""",1998,"""%"""
6684,7076,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Resultado nominal - Interna - Empresas estatais,"""M""",1991,"""%"""
6685,7077,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Resultado nominal - Interna - Empresas estatais federais,"""M""",1996,"""%"""
6686,7078,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Resultado nominal - Interna - Empresas estatais estaduais,"""M""",1996,"""%"""
6687,7079,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Resultado nominal - Interna - Empresas estatais municipais,"""M""",1996,"""%"""
6688,7080,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Resultado nominal - Interna - Setor público consolidado,"""M""",1991,"""%"""
6689,7081,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Resultado nominal - Externa - Governo Federal e Banco Central,"""M""",1991,"""%"""
6690,7082,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Resultado nominal - Externa - Governo Federal,"""M""",1999,"""%"""
6691,7083,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Resultado nominal - Externa - Banco Central,"""M""",1999,"""%"""
6692,7084,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Resultado nominal - Externa - Governos estaduais e municipais,"""M""",1991,"""%"""
6693,7085,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Resultado nominal - Externa - Governos estaduais,"""M""",1998,"""%"""
6694,7086,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Resultado nominal - Externa - Governos municipais,"""M""",1998,"""%"""
6695,7087,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Resultado nominal - Externa - Empresas estatais,"""M""",1991,"""%"""
6696,7088,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Resultado nominal - Externa - Empresas estatais federais,"""M""",1996,"""%"""
6697,7089,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Resultado nominal - Externa - Empresas estatais estaduais,"""M""",1996,"""%"""
6698,7090,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Resultado nominal - Externa - Empresas estatais municipais,"""M""",1996,"""%"""
6699,7091,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Resultado nominal - Externa - Setor público consolidado,"""M""",1991,"""%"""
6700,7092,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Juros nominais - Total - Governo Federal e Banco Central,"""M""",1991,"""%"""
6701,7093,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Juros nominais - Total - Governo Federal,"""M""",1999,"""%"""
6702,7094,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Juros nominais - Total - Banco Central,"""M""",1999,"""%"""
6703,7095,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Juros nominais - Total - Governos estaduais e municipais,"""M""",1991,"""%"""
6704,7096,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Juros nominais - Total - Governos estaduais,"""M""",1998,"""%"""
6705,7097,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Juros nominais - Total - Governos municipais,"""M""",1998,"""%"""
6706,7098,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Juros nominais - Total - Empresas estatais,"""M""",1991,"""%"""
6707,7099,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Juros nominais - Total - Empresas estatais federais,"""M""",1996,"""%"""
6708,7100,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Juros nominais - Total - Empresas estatais estaduais,"""M""",1996,"""%"""
6709,7101,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Juros nominais - Total - Empresas estatais municipais,"""M""",1996,"""%"""
6710,7102,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Juros nominais - Total - Setor público consolidado,"""M""",1991,"""%"""
6711,7103,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Juros nominais - Interna - Governo Federal e Banco Central,"""M""",1991,"""%"""
6712,7104,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Juros nominais - Interna - Governo Federal,"""M""",1999,"""%"""
6713,7105,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Juros nominais - Interna - Banco Central,"""M""",1999,"""%"""
6714,7106,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Juros nominais - Interna - Governos estaduais e municipais,"""M""",1991,"""%"""
6715,7107,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Juros nominais - Interna - Governos estaduais,"""M""",1998,"""%"""
6716,7108,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Juros nominais - Interna - Governos municipais,"""M""",1998,"""%"""
6717,7109,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Juros nominais - Interna - Empresas estatais,"""M""",1991,"""%"""
6718,7110,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Juros nominais - Interna - Empresas estatais federais,"""M""",1996,"""%"""
6719,7111,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Juros nominais - Interna - Empresas estatais estaduais,"""M""",1996,"""%"""
6720,7112,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Juros nominais - Interna - Empresas estatais municipais,"""M""",1996,"""%"""
6721,7113,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Juros nominais - Interna - Setor público consolidado,"""M""",1991,"""%"""
6722,7114,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Juros nominais - Externa - Governo Federal e Banco Central,"""M""",1991,"""%"""
6723,7115,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Juros nominais - Externa - Governo Federal,"""M""",1999,"""%"""
