,cod,descr,per,anoinicio,unidade
13039,16954,NFSP sem desvalorização cambial - Fluxo acumulado no ano - Resultado nominal - Interna - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13040,16955,NFSP sem desvalorização cambial - Fluxo acumulado no ano - Resultado nominal - Interna - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""R$ (milhões)"""
13041,16956,NFSP sem desvalorização cambial - Fluxo acumulado no ano - Resultado nominal - Interna - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13042,16957,NFSP sem desvalorização cambial - Fluxo acumulado no ano - Resultado nominal - Externa - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13043,16958,NFSP sem desvalorização cambial - Fluxo acumulado no ano - Resultado nominal - Externa - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""R$ (milhões)"""
13044,16959,NFSP sem desvalorização cambial - Fluxo acumulado no ano - Resultado nominal - Externa - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13045,16960,NFSP sem desvalorização cambial - Fluxo acumulado no ano - Juros nominais - Total - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13046,16961,NFSP sem desvalorização cambial - Fluxo acumulado no ano - Juros nominais - Total - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""R$ (milhões)"""
13047,16962,NFSP sem desvalorização cambial - Fluxo acumulado no ano - Juros nominais - Total - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13048,16963,NFSP sem desvalorização cambial - Fluxo acumulado no ano - Juros nominais - Interna - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13049,16964,NFSP sem desvalorização cambial - Fluxo acumulado no ano - Juros nominais - Interna - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""R$ (milhões)"""
13050,16965,NFSP sem desvalorização cambial - Fluxo acumulado no ano - Juros nominais - Interna - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13051,16966,NFSP sem desvalorização cambial - Fluxo acumulado no ano - Juros nominais - Externa - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13052,16967,NFSP sem desvalorização cambial - Fluxo acumulado no ano - Juros nominais - Externa - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""R$ (milhões)"""
13053,16968,NFSP sem desvalorização cambial - Fluxo acumulado no ano - Juros nominais - Externa - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13054,16969,NFSP sem desvalorização cambial - Fluxo acumulado no ano - Resultado primário - Total - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13055,16970,NFSP sem desvalorização cambial - Fluxo acumulado no ano - Resultado primário - Total - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1996,"""R$ (milhões)"""
13056,16971,NFSP sem desvalorização cambial - Fluxo acumulado no ano - Resultado primário - Total - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13057,16972,NFSP sem desvalorização cambial - Fluxo acumulado no ano - Resultado operacional - Total - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13058,16973,NFSP sem desvalorização cambial - Fluxo acumulado no ano - Resultado operacional - Total - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""R$ (milhões)"""
13059,16974,NFSP sem desvalorização cambial - Fluxo acumulado no ano - Resultado operacional - Total - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13060,16975,NFSP sem desvalorização cambial - Fluxo acumulado no ano - Resultado operacional - Interna - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13061,16976,NFSP sem desvalorização cambial - Fluxo acumulado no ano - Resultado operacional - Interna - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""R$ (milhões)"""
13062,16977,NFSP sem desvalorização cambial - Fluxo acumulado no ano - Resultado operacional - Interna - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13063,16978,NFSP sem desvalorização cambial - Fluxo acumulado no ano - Resultado operacional - Externa - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13064,16979,NFSP sem desvalorização cambial - Fluxo acumulado no ano - Resultado operacional - Externa - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""R$ (milhões)"""
13065,16980,NFSP sem desvalorização cambial - Fluxo acumulado no ano - Resultado operacional - Externa - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13066,16981,NFSP sem desvalorização cambial - Fluxo acumulado no ano - Juros reais - Total - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13067,16982,NFSP sem desvalorização cambial - Fluxo acumulado no ano - Juros reais - Total - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""R$ (milhões)"""
13068,16983,NFSP sem desvalorização cambial - Fluxo acumulado no ano - Juros reais - Total - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13069,16984,NFSP sem desvalorização cambial - Fluxo acumulado no ano - Juros reais - Interna - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13070,16985,NFSP sem desvalorização cambial - Fluxo acumulado no ano - Juros reais - Interna - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""R$ (milhões)"""
13071,16986,NFSP sem desvalorização cambial - Fluxo acumulado no ano - Juros reais - Interna - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13072,16987,NFSP sem desvalorização cambial - Fluxo acumulado no ano - Juros reais - Externa - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13073,16988,NFSP sem desvalorização cambial - Fluxo acumulado no ano - Juros reais - Externa - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""R$ (milhões)"""
13074,16989,NFSP sem desvalorização cambial - Fluxo acumulado no ano - Juros reais - Externa - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13075,16990,NFSP sem desvalorização cambial - Fluxo acumulado no ano (valorizado) - Resultado nominal - Total - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13076,16991,NFSP sem desvalorização cambial - Fluxo acumulado no ano (valorizado) - Resultado nominal - Total - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""R$ (milhões)"""
13077,16992,NFSP sem desvalorização cambial - Fluxo acumulado no ano (valorizado) - Resultado nominal - Total - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13078,16993,NFSP sem desvalorização cambial - Fluxo acumulado no ano (valorizado) - Resultado nominal - Interna - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13079,16994,NFSP sem desvalorização cambial - Fluxo acumulado no ano (valorizado) - Resultado nominal - Interna - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""R$ (milhões)"""
13080,16995,NFSP sem desvalorização cambial - Fluxo acumulado no ano (valorizado) - Resultado nominal - Interna - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13081,16996,NFSP sem desvalorização cambial - Fluxo acumulado no ano (valorizado) - Resultado nominal - Externa - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13082,16997,NFSP sem desvalorização cambial - Fluxo acumulado no ano (valorizado) - Resultado nominal - Externa - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""R$ (milhões)"""
13083,16998,NFSP sem desvalorização cambial - Fluxo acumulado no ano (valorizado) - Resultado nominal - Externa - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13084,16999,NFSP sem desvalorização cambial - Fluxo acumulado no ano (valorizado) - Juros nominais - Total - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13085,17000,NFSP sem desvalorização cambial - Fluxo acumulado no ano (valorizado) - Juros nominais - Total - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""R$ (milhões)"""
13086,17001,NFSP sem desvalorização cambial - Fluxo acumulado no ano (valorizado) - Juros nominais - Total - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13087,17002,NFSP sem desvalorização cambial - Fluxo acumulado no ano (valorizado) - Juros nominais - Interna - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13088,17003,NFSP sem desvalorização cambial - Fluxo acumulado no ano (valorizado) - Juros nominais - Interna - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""R$ (milhões)"""
13089,17004,NFSP sem desvalorização cambial - Fluxo acumulado no ano (valorizado) - Juros nominais - Interna - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13090,17005,NFSP sem desvalorização cambial - Fluxo acumulado no ano (valorizado) - Juros nominais - Externa - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13091,17006,NFSP sem desvalorização cambial - Fluxo acumulado no ano (valorizado) - Juros nominais - Externa - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""R$ (milhões)"""
13092,17007,NFSP sem desvalorização cambial - Fluxo acumulado no ano (valorizado) - Juros nominais - Externa - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13093,17008,NFSP sem desvalorização cambial - Fluxo acumulado no ano (valorizado) - Resultado primário - Total - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13094,17009,NFSP sem desvalorização cambial - Fluxo acumulado no ano (valorizado) - Resultado primário - Total - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1996,"""R$ (milhões)"""
13095,17010,NFSP sem desvalorização cambial - Fluxo acumulado no ano (valorizado) - Resultado primário - Total - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13096,17011,NFSP sem desvalorização cambial - Fluxo acumulado no ano (valorizado) - Resultado operacional - Total - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13097,17012,NFSP sem desvalorização cambial - Fluxo acumulado no ano (valorizado) - Resultado operacional - Total - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""R$ (milhões)"""
13098,17013,NFSP sem desvalorização cambial - Fluxo acumulado no ano (valorizado) - Resultado operacional - Total - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13099,17014,NFSP sem desvalorização cambial - Fluxo acumulado no ano (valorizado) - Resultado operacional - Interna - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13100,17015,NFSP sem desvalorização cambial - Fluxo acumulado no ano (valorizado) - Resultado operacional - Interna - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""R$ (milhões)"""
13101,17016,NFSP sem desvalorização cambial - Fluxo acumulado no ano (valorizado) - Resultado operacional - Interna - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13102,17017,NFSP sem desvalorização cambial - Fluxo acumulado no ano (valorizado) - Resultado operacional - Externa - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13103,17018,NFSP sem desvalorização cambial - Fluxo acumulado no ano (valorizado) - Resultado operacional - Externa - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""R$ (milhões)"""
13104,17019,NFSP sem desvalorização cambial - Fluxo acumulado no ano (valorizado) - Resultado operacional - Externa - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13105,17020,NFSP sem desvalorização cambial - Fluxo acumulado no ano (valorizado) - Juros reais - Total - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13106,17021,NFSP sem desvalorização cambial - Fluxo acumulado no ano (valorizado) - Juros reais - Total - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""R$ (milhões)"""
13107,17022,NFSP sem desvalorização cambial - Fluxo acumulado no ano (valorizado) - Juros reais - Total - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13108,17023,NFSP sem desvalorização cambial - Fluxo acumulado no ano (valorizado) - Juros reais - Interna - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13109,17024,NFSP sem desvalorização cambial - Fluxo acumulado no ano (valorizado) - Juros reais - Interna - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""R$ (milhões)"""
13110,17025,NFSP sem desvalorização cambial - Fluxo acumulado no ano (valorizado) - Juros reais - Interna - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13111,17026,NFSP sem desvalorização cambial - Fluxo acumulado no ano (valorizado) - Juros reais - Externa - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13112,17027,NFSP sem desvalorização cambial - Fluxo acumulado no ano (valorizado) - Juros reais - Externa - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""R$ (milhões)"""
13113,17028,NFSP sem desvalorização cambial - Fluxo acumulado no ano (valorizado) - Juros reais - Externa - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13114,17029,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado nominal - Total - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13115,17030,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado nominal - Total - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""R$ (milhões)"""
13116,17031,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado nominal - Total - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13117,17032,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado nominal - Interna - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13118,17033,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado nominal - Interna - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""R$ (milhões)"""
13119,17034,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado nominal - Interna - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13120,17035,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado nominal - Externa - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13121,17036,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado nominal - Externa - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""R$ (milhões)"""
13122,17037,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado nominal - Externa - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13123,17038,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros nominais - Total - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13124,17039,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros nominais - Total - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""R$ (milhões)"""
13125,17040,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros nominais - Total - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13126,17041,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros nominais - Interna - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13127,17042,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros nominais - Interna - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""R$ (milhões)"""
13128,17043,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros nominais - Interna - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13129,17044,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros nominais - Externa - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13130,17045,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros nominais - Externa - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""R$ (milhões)"""
13131,17046,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros nominais - Externa - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13132,17047,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado primário - Total - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13133,17048,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado primário - Total - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1996,"""R$ (milhões)"""
13134,17049,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado primário - Total - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13135,17050,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado operacional - Total - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13136,17051,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado operacional - Total - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""R$ (milhões)"""
13137,17052,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado operacional - Total - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13138,17053,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado operacional - Interna - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13139,17054,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado operacional - Interna - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""R$ (milhões)"""
13140,17055,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado operacional - Interna - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13141,17056,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado operacional - Externa - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13142,17057,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado operacional - Externa - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""R$ (milhões)"""
13143,17058,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado operacional - Externa - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13144,17059,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros reais - Total - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13145,17060,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros reais - Total - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""R$ (milhões)"""
13146,17061,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros reais - Total - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13147,17062,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros reais - Interna - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13148,17063,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros reais - Interna - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""R$ (milhões)"""
13149,17064,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros reais - Interna - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13150,17065,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros reais - Externa - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13151,17066,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros reais - Externa - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""R$ (milhões)"""
13152,17067,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros reais - Externa - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13153,17068,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Total - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13154,17069,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Total - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""R$ (milhões)"""
13155,17070,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Total - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13156,17071,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Interna - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13157,17072,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Interna - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""R$ (milhões)"""
13158,17073,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Interna - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13159,17074,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Externa - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13160,17075,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Externa - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""R$ (milhões)"""
13161,17076,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Externa - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13162,17077,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Juros nominais - Total - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13163,17078,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Juros nominais - Total - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""R$ (milhões)"""
13164,17079,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Juros nominais - Total - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13165,17080,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Juros nominais - Interna - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13166,17081,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Juros nominais - Interna - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""R$ (milhões)"""
13167,17082,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Juros nominais - Interna - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13168,17083,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Juros nominais - Externa - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13169,17084,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Juros nominais - Externa - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""R$ (milhões)"""
13170,17085,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Juros nominais - Externa - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13171,17086,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Resultado primário - Total - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13172,17087,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Resultado primário - Total - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1996,"""R$ (milhões)"""
13173,17088,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Resultado primário - Total - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13174,17089,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Resultado operacional - Total - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13175,17090,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Resultado operacional - Total - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""R$ (milhões)"""
13176,17091,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Resultado operacional - Total - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13177,17092,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Resultado operacional - Interna - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13178,17093,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Resultado operacional - Interna - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""R$ (milhões)"""
13179,17094,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Resultado operacional - Interna - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13180,17095,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Resultado operacional - Externa - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13181,17096,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Resultado operacional - Externa - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""R$ (milhões)"""
13182,17097,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Resultado operacional - Externa - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13183,17098,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Juros reais - Total - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13184,17099,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Juros reais - Total - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""R$ (milhões)"""
13185,17100,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Juros reais - Total - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13186,17101,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Juros reais - Interna - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13187,17102,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Juros reais - Interna - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""R$ (milhões)"""
13188,17103,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Juros reais - Interna - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13189,17104,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Juros reais - Externa - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
