cod,descr
13222,Produto interno bruto - variação anual real (Ref. 2002) - Amapá
13223,Produto interno bruto - variação anual real (Ref. 2002) - Amazonas
13224,Produto interno bruto - variação anual real (Ref. 2002) - Pará
13241,Produto interno bruto - variação anual real (Ref. 2002) - Rondônia
13242,Produto interno bruto - variação anual real (Ref. 2002) - Roraima
13243,Produto interno bruto - variação anual real (Ref. 2002) - Tocantins
13244,Exportação de bens - Maranhão
13245,Importação de bens - Maranhão
13246,Valor Adicionado Bruto - variação anual real (Ref.1985) - Pernambuco
13247,Saldo da balança comercial - Maranhão
13248,Índice Nacional de Preços ao Consumidor Amplo - variação mensal - Brasília
13249,Valor Adicionado Bruto - variação anual real (Ref.1985) - Paraíba
13250,Índice Nacional de Preços ao Consumidor - variação mensal - Brasília
13251,Valor Adicionado Bruto - variação anual real (Ref.1985) - Alagoas
13252,Produto Interno Bruto corrente a preços de mercado (Ref. 1985) - Minas Gerais
13253,Valor Adicionado Bruto - variação anual real (Ref.1985) - Rio Grande do Norte
13254,Produto Interno Bruto per capita corrente (Ref. 1985) - Minas Gerais
13255,Índice Nacional de Preços ao Consumidor Amplo - variação mensal - Goiânia
13256,Valor Adicionado Bruto - variação anual real (Ref.1985) - Sergipe
13258,Índice Nacional de Preços ao Consumidor - variação mensal - Goiânia
13260,Valor Adicionado Bruto - variação anual real (Ref. 1985) - Minas Gerais
13261,Emprego industrial - Rio Grande do Sul
13262,Valor Adicionado Bruto per capita - variação anual real (Ref.1985) - Pernambuco
13263,Valor Adicionado Bruto per capita - variação anual real (Ref.1985) - Paraíba
13264,Valor Adicionado Bruto per capita - variação anual real (Ref.1985) - Alagoas
13265,Valor Adicionado Bruto per capita - variação anual real (Ref.1985) - Rio Grande do Norte
13266,Valor Adicionado Bruto per capita - variação anual real (Ref.1985) - Sergipe
13267,Produto Interno Bruto corrente a preços de mercado (Ref. 1985) - Goiás
13268,Produto Interno Bruto per capita corrente (Ref. 1985) - Goiás
13270,Valor Adicionado Bruto - variação anual real (Ref. 1985) - Goiás
13271,Valor Adicionado Bruto per capita - variação anual real (Ref. 1985) - Goiás
13272,População economicamente ativa - região metropolitana de Salvador
13280,Produto Interno Bruto per capita corrente (Ref. 1985) - Distrito Federal
13281,Valor Adicionado Bruto per capita - variação anual real (Ref. 1985) - Minas Gerais
13282,Produto Interno Bruto corrente a preços de mercado (Ref. 1985) - Mato Grosso
13283,Produto Interno Bruto per capita corrente (Ref. 1985) - Mato Grosso
13284,Valor Adicionado Bruto - variação anual real (Ref. 1985) - Mato Grosso
13285,Valor Adicionado Bruto per capita - variação anual real (Ref. 1985) - Mato Grosso
13286,Produto Interno Bruto corrente a preços de mercado (Ref. 1985) - Mato Grosso do Sul
13287,Produto Interno Bruto per capita corrente (Ref. 1985) - Mato Grosso do Sul
13288,Valor Adicionado Bruto - variação anual real (Ref. 1985) - Mato Grosso do Sul
13289,Valor Adicionado Bruto per capita - variação anual real (Ref. 1985) - Mato Grosso do Sul
13290,Produto Interno Bruto corrente a preços de mercado (Ref. 1985) - Distrito Federal
13297,Valor Adicionado Bruto - variação anual real (Ref. 1985) - Ceará
13298,Valor adicionado bruto per capita - variação anual real (Ref. 1985) - Ceará
13299,População - Ceará
13300,Valor adicionado bruto - variação anual real (Ref. 1985) - Maranhão
13301,Valor Adicionado Bruto - variação anual real (Ref. 1985) - Distrito Federal
13302,Valor Adicionado Bruto per capita - variação anual real (Ref. 1985) - Distrito Federal
13321,Valor adicionado bruto per capita - variação anual real (Ref. 1985) - Maranhão
13322,População - Maranhão
13323,Valor adicionado bruto - variação anual real (Ref. 1985) - Piauí
13324,Valor adicionado bruto per capita - variação anual real (Ref. 1985) - Piauí
13325,População - Piauí
13341,Exportação de bens - Pernambuco
13342,Exportação de bens - Paraíba
13343,Exportação de bens - Alagoas
13344,Exportação de bens - Rio Grande do Norte
13345,Exportação de bens - Sergipe
13346,Importação de bens - Pernambuco
13347,Importação de bens - Paraíba
13348,Importação de bens - Alagoas
13349,Importação de bens - Rio Grande do Norte
13350,Importação de bens - Sergipe
13351,Saldo da balança comercial - Pernambuco
13352,Saldo da balança comercial - Paraíba
13353,Saldo da balança comercial - Alagoas
13354,Saldo da balança comercial - Rio Grande do Norte
13355,População desocupada - região metropolitana de Salvador
13356,Saldo da balança comercial - Sergipe
13357,População - Pernambuco
13358,População - Paraíba
13359,População - Alagoas
13360,Valor Adicionado Bruto - variação anual real (Ref. 1985) - Bahia
13361,População - Rio Grande do Norte
13362,População - Sergipe
13363,Valor Adicionado Bruto per capita - variação anual real (Ref. 1985) - Bahia
13381,Índice Nacional de Preços ao Consumidor Amplo - variação mensal - Rio de Janeiro
13382,Índice Nacional de Preços ao Consumidor - variação mensal - Rio de Janeiro
13383,Exportação de bens - Rio de Janeiro
13384,Importação de bens - Rio de Janeiro
13385,Saldo da balança comercial - Rio de Janeiro
13386,Exportação de bens - Espírito Santo
13387,Importação de bens - Espírito Santo
13388,Saldo da balança comercial - Espírito Santo
13389,Valor Adicionado Bruto - variação anual real (Ref. 1985) - Rio de Janeiro
13390,Valor Adicionado Bruto per capita - variação anual real (Ref. 1985) - Rio de Janeiro
13391,Valor Adicionado Bruto - variação anual real (Ref. 1985) - Espírito Santo
13392,Valor Adicionado Bruto per capita - variação anual real - (Ref. 1985) - Espírito Santo
13395,Empregos formais gerados - Rio de Janeiro
13396,População economicamente ativa - região metropolitana do Rio de Janeiro
13397,População desocupada - região metropolitana do Rio de Janeiro
13398,Rendimento médio real - Região metropolitana do Rio de Janeiro
13401,Exportações (Fob) - Montenegro
13402,Importações (Fob) - Montenegro
13421,Taxa de juros - Taxa Referencial (TR) financiamento imobiliário
13441,Massa salarial real na indústria (metodologia antiga) - Ceará
13481,Produto Interno Bruto corrente a preços de mercado (Ref. 1985) - Ceará
13482,Produto Interno Bruto corrente a preços de mercado (Ref. 1985) - Maranhão
13483,Produto Interno Bruto corrente a preços de mercado (Ref. 1985) - Piauí
13501,Produto Interno Bruto per capita corrente (Ref. 1985) - Ceará
13502,Produto Interno Bruto per capita corrente (Ref. 1985) - Piauí
13503,Produto Interno Bruto per capita corrente (Ref. 1985) - Maranhão
13521,Meta para a inflação
13522,Índice nacional de preços ao consumidor - amplo (IPCA) - em 12 meses
13541,Dívida mobiliária federal (saldos) - Posição de carteira - Título indexado a TR - NTN-F
13542,Dívida mobiliária federal (saldos) - Posição de carteira - Título Prefixado - NTN-F
13543,Dívida mobiliária federal (saldos) - Posição de custódia - Título indexado a TR - NTN-F
13561,Exportação de bens - Sul
13562,Importação de bens - Sul
13563,Saldo da balança comercial - Sul
13564,Empregos formais gerados - Sul
13565,Índice Nacional de Preços ao Consumidor Amplo - variação mensal - Sul
13567,Índice Nacional de Preços ao Consumidor - variação mensal - Sul
13568,Produto Interno Bruto corrente a preços de mercado (Ref. 1985) - Sul
13569,Produto Interno Bruto per capita corrente (Ref. 1985) - Sul
13570,Valor Adicionado Bruto - variação anual real (Ref. 1985) - Sul
13571,Valor Adicionado Bruto per capita - variação anual real (Ref. 1985) - Sul
13572,Nível do emprego formal - Sul
13573,Índice de volume de vendas no varejo - Total - Sul
13575,Exportação de bens - Sudeste
13576,Importação de bens - Sudeste
13577,Saldo da balança comercial - Sudeste
13578,Produto Interno Bruto corrente a preços de mercado (Ref.1985) - Sudeste
13579,Produto Interno Bruto per capita corrente (Ref. 1985) - Sudeste
13580,Valor Adicionado Bruto - variação anual real (Ref. 1985) - Sudeste
13581,Exportação de bens - Centro-Oeste
13582,Importação de bens - Centro-Oeste
13583,Saldo da balança comercial - Centro-Oeste
13584,Produção física industrial - Sul (2002=100)
13585,Índice Nacional de Preços ao Consumidor Amplo - variação mensal - Sudeste
13586,Índice Nacional de Preços ao Consumidor - variação mensal - Sudeste
13601,Valor Adicionado Bruto per capita - variação anual real (Ref. 1985) - Sudeste
13602,Índice de volume de vendas no varejo - Total - Sudeste
13603,Índice de volume de vendas no varejo - Combustíveis e lubrificantes - Sudeste
13604,"Índice de volume de vendas no varejo - Hipermercados, supermercados, produtos alimentícios, bebidas e fumo - Sudeste"
13605,"Índice de volume de vendas no varejo - Tecidos, vestuário e calçados - Sudeste"
13606,Índice de volume de vendas no varejo - Móveis e eletrodomésticos - Sudeste
13607,"Índice de volume de vendas no varejo - Automóveis, motocicletas, partes e peças - Sudeste"
13608,Índice de volume de vendas no varejo - Hipermercados e supermercados - Sudeste
13609,Produção Industrial (2002=100) - Sudeste
13621,Reservas internacionais - Conceito caixa - Total - diária
13622,Câmbio contratado - operações com cliente no segmento comercial - exportação - ACC - mensal
13623,Cambio contratado - operações com cliente no segmento comercial - exportação - PA - mensal
13624,Cambio contratado - operações com cliente no segmento comercial - Exportação - ACC - anual
13625,Cambio contratado - operações com cliente no segmento comercial - exportação - PA - anual
13641,Percentual da carteira de crédito com risco normal
13642,Percentual da carteira de crédito com risco 1
13643,Percentual da carteira de crédito com risco 2
13644,Percentual da carteira de crédito com risco 1 e 2
13645,Percentual do total de provisões em relação à carteira de crédito do Sistema Financeiro Nacional
13661,inadimplência sfn - participação %-
13662,Percentual da carteira de crédito das instituições financeiras sob controle público com risco normal
13663,Percentual da carteira de crédito das instituições financeiras sob controle público com risco 1
13664,Percentual da carteira de crédito das instituições financeiras sob controle público com risco 2
13665,Percentual da carteira de crédito das instituições financeiras sob controle público com risco 1 e 2
13666,Percentual do total de provisões em relação à carteira de crédito das instituições financeiras sob controle público
13667,Inadimplência da carteira de crédito das instituições financeiras sob controle público - Total
13668,Percentual da carteira de crédito das instituições financeiras sob controle privado nacional com risco normal
13669,Percentual da carteira de crédito das instituições financeiras sob controle privado nacional com risco 1
13670,Percentual da carteira de crédito das instituições financeiras sob controle privado nacional com risco 2
13671,Percentual da carteira de crédito das instituições financeiras sob controle privado nacional com risco 1 e 2
13672,Percentual do total de provisões em relação à carteira de crédito das instituições financeiras sob controle privado nacional
13673,Inadimplência da carteira de crédito das instituições financeiras sob controle privado nacional - Total
13674,Percentual da carteira de crédito das instituições financeiras sob controle estrangeiro com risco normal
13675,Percentual da carteira de crédito das instituições financeiras sob controle estrangeiro com risco 1
13676,Percentual da carteira de crédito das instituições financeiras sob controle estrangeiro com risco 2
13677,Percentual da carteira de crédito das instituições financeiras sob controle estrangeiro com risco 1 e 2
13678,Percentual do total de provisões em relação à carteira de crédito das instituições financeiras sob controle estrangeiro
13679,Inadimplência da carteira de crédito das instituições financeiras sob controle estrangeiro - Total
13680,Percentual da carteira de crédito das instituições financeiras sob controle privado com risco normal
13681,Percentual da carteira de crédito das instituições financeiras sob controle privado com risco 1
13682,Percentual da carteira de crédito das instituições financeiras sob controle privado com risco 2
13683,Percentual da carteira de crédito das instituições financeiras sob controle privado com risco 1 e 2
13684,Percentual do total de provisões em relação à carteira de crédito das instituições financeiras sob controle privado
13685,Inadimplência da carteira de crédito das instituições financeiras sob controle privado - Total
13701,Operações de crédito referencial de taxas de juros - pessoas físicas/PIB
13702,Operações de crédito livres das cooperativas - pessoas físicas/PIB
13703,Operações de crédito livres outros - pessoas físicas/PIB
13704,Operações de crédito livres total - pessoas físicas/PIB
13705,Operações de crédito referencial de taxas de juros doméstico - pessoas jurídicas/PIB
13721,Operações de crédito rural - pessoas jurídicas/PIB
13722,Operações de crédito outros - pessoas jurídicas/PIB
13723,Operações de crédito referencial de taxas de juros externo - pessoas jurídicas/PIB
13724,Operações de crédito livres - pessoas jurídicas/PIB
13725,Operações de crédito livres total - recursos domésticos para pessoas jurídicas/PIB
13726,Remuneração real na indústria - Rio Grande do Sul (jan/2006=100)
13741,Dívida bruta do governo geral - Saldos em u.m.c. milhões - Metodologia utilizada a partir de 2008
13761,Dívida bruta do governo geral - Saldos em R$ milhões - Metodologia utilizada a partir de 2008
13762,Dívida bruta do governo geral (% PIB) - Metodologia utilizada a partir de 2008
13763,Dívida bruta do governo geral - Saldos em US$ milhões - Metodologia utilizada a partir de 2008
13781,Saldo do crédito consignado para trabalhadores públicos
13782,Saldo do crédito consignado para trabalhadores privados
13801,Volatilidade-padrão do curto prazo - família I  PJUR[1]  Carta-Circular 3.498 de 8/4/2011
13802,Volatilidade-padrão do médio prazo - família II  PJUR[1]  Carta-Circular 3.498/11
13803,Volatilidade-padrão do longo prazo - família III  PJUR[1]  Carta-Circular 3.498/11
13804,Multiplicador para o dia t  RWA_JUR[1]  Carta-Circular 3.498/2011
13805,"Parâmetro-base para calcular as correlações RHOi,j  RWA_JUR[1]  Carta-Circular 3.498/11"
13806,Fator k de decaimento da correlação  RWA_JUR[1]  Carta-Circular 3.498/11
13807,Multiplicador para o cálculo da RWA_JUR[2]  Circular 3.635/13
13808,Multiplicador para o cálculo da RWA_JUR[3]  Circular 3.636/13
13809,Multiplicador para o cálculo da RWA_JUR[4]  Circular 3.637/13
13821,Saldo do crédito consignado concedido por cooperativas
13822,Recolhimentos obrigatórios de instituições financeiras - Depósitos interfinanceiros em títulos (saldo em final de período)
13841,Taxa média de juros das operações de crédito consignado
13861,Spread médio das operações de crédito com recursos livres referenciais para taxa de juros (prefixado) - Aquisição de bens total - Pessoa física
13862,Base monetária ampliada (B2) - LBC-E (saldo em final de período)
13881,Base monetária ampliada (B2) - Títulos estaduais e municipais em poder do público (saldo em final de período)
13901,Empregos formais gerados - Sudeste
13902,Nível do emprego formal - Sudeste
13921,Índice Nacional de Preços ao Consumidor Amplo - variação mensal - Nordeste
13922,Índice Nacional de Preços ao Consumidor - variação mensal - Nordeste
13941,Empregos formais gerados - Nordeste
13942,Nível do emprego formal - Nordeste
13943,Exportação de bens - Nordeste
13944,Importação de bens - Nordeste
13945,Saldo da balança comercial - Nordeste
13946,Vendas industriais reais - São Paulo
13947,Horas trabalhadas na produção - São Paulo
13948,Utilização da capacidade instalada - São Paulo
13949,Pessoal total empregado na indústria - São Paulo
13950,Massa salarial real na indústria - São Paulo
13951,Índice Nacional de Preços ao Consumidor Amplo - variação mensal - Centro-Oeste
13952,Índice Nacional de Preços ao Consumidor - variação mensal - Centro-Oeste
13961,Movimento de câmbio contratado - saldo
13962,Cambio contratado-Operações com clientes no segmento comercial-exportação - total
13963,Cambio contratado-Operações com clientes no segmento comercial-exportação - ACC
13964,Cambio contratado-Operações com cliente no segmento comercial - Exportação - PA
13965,Cambio contratado-Operações no segmento comercial-exportação - demais
13966,Cambio contratado-Operações no segmento comercial-importação
13967,Cambio contratado-Operações no segmento comercial-saldo
13968,Cambio contratado-Operações com cliente no segmento financeiro-compras
13969,Cambio contratado-Operações com cliente no segmento financeiro-vendas
13970,Cambio contratado-Operações com cliente no segmento financeiro-saldo
13982,Reservas internacionais - Conceito liquidez - Total - Diária
14001,Taxa SML (real / peso argentino)
14002,Saldo das operações de crédito do Sistema Financeiro Nacional - Acre - Pessoas físicas
14003,Saldo das operações de crédito do Sistema Financeiro Nacional - Alagoas - Pessoas físicas
14004,Saldo das operações de crédito do Sistema Financeiro Nacional - Amapá - Pessoas físicas
14005,Saldo das operações de crédito do Sistema Financeiro Nacional - Amazonas - Pessoas físicas
14006,Saldo das operações de crédito do Sistema Financeiro Nacional - Bahia - Pessoas físicas
14007,Saldo das operações de crédito do Sistema Financeiro Nacional - Ceará - Pessoas físicas
14008,Saldo das operações de crédito do Sistema Financeiro Nacional - Distrito Federal - Pessoas físicas
14009,Saldo das operações de crédito do Sistema Financeiro Nacional - Espírito Santo - Pessoas físicas
14010,Saldo das operações de crédito do Sistema Financeiro Nacional - Goiás - Pessoas físicas
14011,Saldo das operações de crédito do Sistema Financeiro Nacional - Maranhão - Pessoas físicas
14012,Saldo das operações de crédito do Sistema Financeiro Nacional - Mato Grosso - Pessoas físicas
14013,Saldo das operações de crédito do Sistema Financeiro Nacional - Mato Grosso do Sul - Pessoas físicas
14014,Saldo das operações de crédito do Sistema Financeiro Nacional - Minas Gerais - Pessoas físicas
14015,Saldo das operações de crédito do Sistema Financeiro Nacional - Pará - Pessoas físicas
14016,Saldo das operações de crédito do Sistema Financeiro Nacional - Paraíba - Pessoas físicas
14017,Saldo das operações de crédito do Sistema Financeiro Nacional - Paraná - Pessoas físicas
14018,Saldo das operações de crédito do Sistema Financeiro Nacional - Pernambuco - Pessoas físicas
14019,Saldo das operações de crédito do Sistema Financeiro Nacional - Piauí - Pessoas físicas
14020,Saldo das operações de crédito do Sistema Financeiro Nacional - Rio de Janeiro - Pessoas físicas
14021,Saldo das operações de crédito do Sistema Financeiro Nacional - Rio Grande do Norte - Pessoas físicas
14022,Saldo das operações de crédito do Sistema Financeiro Nacional - Rio Grande do Sul - Pessoas físicas
14023,Saldo das operações de crédito do Sistema Financeiro Nacional - Rondônia - Pessoas físicas
14024,Saldo das operações de crédito do Sistema Financeiro Nacional - Roraima - Pessoas físicas
14025,Saldo das operações de crédito do Sistema Financeiro Nacional - Santa Catarina - Pessoas físicas
14026,Saldo das operações de crédito do Sistema Financeiro Nacional - São Paulo - Pessoas físicas
14027,Saldo das operações de crédito do Sistema Financeiro Nacional - Sergipe - Pessoas físicas
14028,Saldo das operações de crédito do Sistema Financeiro Nacional - Tocantins - Pessoas físicas
14029,Saldo das operações de crédito do Sistema Financeiro Nacional - Acre - Pessoas jurídicas
14030,Saldo das operações de crédito do Sistema Financeiro Nacional - Alagoas - Pessoas jurídicas
14031,Saldo das operações de crédito do Sistema Financeiro Nacional - Amapá - Pessoas jurídicas
14032,Saldo das operações de crédito do Sistema Financeiro Nacional - Amazonas - Pessoas jurídicas
14033,Saldo das operações de crédito do Sistema Financeiro Nacional - Bahia - Pessoas jurídicas
14034,Saldo das operações de crédito do Sistema Financeiro Nacional - Ceará - Pessoas jurídicas
14035,Saldo das operações de crédito do Sistema Financeiro Nacional - Distrito Federal - Pessoas jurídicas
14036,Saldo das operações de crédito do Sistema Financeiro Nacional - Espírito Santo - Pessoas jurídicas
14037,Saldo das operações de crédito do Sistema Financeiro Nacional - Goiás - Pessoas jurídicas
14038,Saldo das operações de crédito do Sistema Financeiro Nacional - Maranhão - Pessoas jurídicas
14039,Saldo das operações de crédito do Sistema Financeiro Nacional - Mato Grosso - Pessoas jurídicas
14040,Saldo das operações de crédito do Sistema Financeiro Nacional - Mato Grosso do Sul - Pessoas jurídicas
14041,Saldo das operações de crédito do Sistema Financeiro Nacional - Minas Gerais - Pessoas jurídicas
14042,Saldo das operações de crédito do Sistema Financeiro Nacional - Pará - Pessoas jurídicas
14043,Saldo das operações de crédito do Sistema Financeiro Nacional - Paraíba - Pessoas jurídicas
14044,Saldo das operações de crédito do Sistema Financeiro Nacional - Paraná - Pessoas jurídicas
14045,Saldo das operações de crédito do Sistema Financeiro Nacional - Pernambuco - Pessoas jurídicas
14046,Saldo das operações de crédito do Sistema Financeiro Nacional - Piauí - Pessoas jurídicas
14047,Saldo das operações de crédito do Sistema Financeiro Nacional - Rio de Janeiro - Pessoas jurídicas
14048,Saldo das operações de crédito do Sistema Financeiro Nacional - Rio Grande do Norte - Pessoas jurídicas
14049,Saldo das operações de crédito do Sistema Financeiro Nacional - Rio Grande do Sul - Pessoas jurídicas
14050,Saldo das operações de crédito do Sistema Financeiro Nacional - Rondônia - Pessoas jurídicas
14051,Saldo das operações de crédito do Sistema Financeiro Nacional - Roraima - Pessoas jurídicas
14052,Saldo das operações de crédito do Sistema Financeiro Nacional - Santa Catarina - Pessoas jurídicas
14053,Saldo das operações de crédito do Sistema Financeiro Nacional - São Paulo - Pessoas jurídicas
14054,Saldo das operações de crédito do Sistema Financeiro Nacional - Sergipe - Pessoas jurídicas
14055,Saldo das operações de crédito do Sistema Financeiro Nacional - Tocantins - Pessoas jurídicas
14056,Saldo das operações de crédito do Sistema Financeiro Nacional - Acre - Total
14057,Saldo das operações de crédito do Sistema Financeiro Nacional - Alagoas - Total
14058,Saldo das operações de crédito do Sistema Financeiro Nacional - Amapá - Total
14059,Saldo das operações de crédito do Sistema Financeiro Nacional - Amazonas - Total
14060,Saldo das operações de crédito do Sistema Financeiro Nacional - Bahia - Total
14061,Saldo das operações de crédito do Sistema Financeiro Nacional - Ceará - Total
14062,Saldo das operações de crédito do Sistema Financeiro Nacional - Distrito Federal - Total
14063,Saldo das operações de crédito do Sistema Financeiro Nacional - Espírito Santo - Total
14064,Saldo das operações de crédito do Sistema Financeiro Nacional - Goiás - Total
14065,Saldo das operações de crédito do Sistema Financeiro Nacional - Maranhão - Total
14066,Saldo das operações de crédito do Sistema Financeiro Nacional - Mato Grosso - Total
14067,Saldo das operações de crédito do Sistema Financeiro Nacional - Mato Grosso do Sul - Total
14068,Saldo das operações de crédito do Sistema Financeiro Nacional - Minas Gerais - Total
14069,Saldo das operações de crédito do Sistema Financeiro Nacional - Pará - Total
14070,Saldo das operações de crédito do Sistema Financeiro Nacional - Paraíba - Total
14071,Saldo das operações de crédito do Sistema Financeiro Nacional - Paraná - Total
14072,Saldo das operações de crédito do Sistema Financeiro Nacional - Pernambuco - Total
14073,Saldo das operações de crédito do Sistema Financeiro Nacional - Piauí - Total
14074,Saldo das operações de crédito do Sistema Financeiro Nacional - Rio de Janeiro - Total
14075,Saldo das operações de crédito do Sistema Financeiro Nacional - Rio Grande do Norte - Total
14076,Saldo das operações de crédito do Sistema Financeiro Nacional - Rio Grande do Sul - Total
14077,Saldo das operações de crédito do Sistema Financeiro Nacional - Rondônia - Total
14078,Saldo das operações de crédito do Sistema Financeiro Nacional - Roraima - Total
14079,Saldo das operações de crédito do Sistema Financeiro Nacional - Santa Catarina - Total
14080,Saldo das operações de crédito do Sistema Financeiro Nacional - São Paulo - Total
14081,Saldo das operações de crédito do Sistema Financeiro Nacional - Sergipe - Total
14082,Saldo das operações de crédito do Sistema Financeiro Nacional - Tocantins - Total
14083,Saldo das operações de crédito do Sistema Financeiro Nacional - Região Norte - Pessoas físicas
14084,Saldo das operações de crédito do Sistema Financeiro Nacional - Região Nordeste - Pessoas físicas
14085,Saldo das operações de crédito do Sistema Financeiro Nacional - Região Centro-Oeste - Pessoas físicas
14086,Saldo das operações de crédito do Sistema Financeiro Nacional - Região Sudeste - Pessoas físicas
14087,Saldo das operações de crédito do Sistema Financeiro Nacional - Região Sul - Pessoas físicas
14088,Saldo das operações de crédito do Sistema Financeiro Nacional - Região Norte - Pessoas jurídicas
14089,Saldo das operações de crédito do Sistema Financeiro Nacional - Região Nordeste - Pessoas jurídicas
14090,Saldo das operações de crédito do Sistema Financeiro Nacional - Região Centro-Oeste - Pessoas jurídicas
14091,Saldo das operações de crédito do Sistema Financeiro Nacional - Região Sudeste - Pessoas jurídicas
14092,Saldo das operações de crédito do Sistema Financeiro Nacional - Região Sul - Pessoas jurídicas
14093,Saldo das operações de crédito do Sistema Financeiro Nacional - Região Norte - Total
14094,Saldo das operações de crédito do Sistema Financeiro Nacional - Região Nordeste - Total
14095,Saldo das operações de crédito do Sistema Financeiro Nacional - Região Centro-Oeste - Total
14096,Saldo das operações de crédito do Sistema Financeiro Nacional - Região Sudeste - Total
14097,Saldo das operações de crédito do Sistema Financeiro Nacional - Região Sul - Total
14100,Recolhimentos obrigatórios de instituições financeiras - Exigibilidade adicional em títulos
14120,Vendas industriais reais - Pernambuco
14140,Horas trabalhadas na produção - Pernambuco
14160,Pessoal total empregado na indústria - Pernambuco
14180,Utilização da capacidade instalada - Pernambuco
14200,Massa Salarial real na industria - Pernambuco
14220,Produto Interno Bruto corrente a preços de mercado - Pernambuco
14240,Produto Interno Bruto corrente a preços de mercado - Paraíba
14260,Produto Interno Bruto corrente a preços de mercado - Rio Grande do Norte
14280,Produto Interno Bruto corrente a preços de mercado - Alagoas
14300,Produto Interno Bruto corrente a preços de mercado - Sergipe
14320,Produto Interno Bruto per capita corrente - Pernambuco
14340,Produto Interno Bruto per capita corrente - Paraíba
14360,Produto Interno Bruto per capita corrente - Rio Grande do Norte
14380,Produto Interno Bruto per capita corrente - Alagoas
14400,Produto Interno Bruto per capita corrente - Sergipe
14420,Vendas industriais reais - (Metodologia antiga) - Minas Gerais
14440,Horas trabalhadas na produção - (Metodologia antiga) - Minas Gerais
14460,Utilização da capacidade instalada - (Metodologia antiga) - Minas Gerais
14480,Pessoal empregado total na indústria - (Metodologia antiga) - Minas Gerais
14500,Massa salarial real na indústria - (Metodologia antiga) - Minas Gerais
14520,Produto Interno Bruto - variação anual real - Pernambuco
14540,Produto Interno Bruto - variação anual real - Paraíba
14560,Produto Interno Bruto - variação anual real - Alagoas
14580,Produto Interno Bruto - variação anual real - Rio Grande do Norte
14600,Produto Interno Bruto - variação anual real - Sergipe
14620,Produto Interno Bruto per capita - variação anual real - Pernambuco
14640,Produto Interno Bruto per capita - variação anual real - Paraíba
14660,Produto Interno Bruto per capita - variação anual real - Alagoas
14680,Produto Interno Bruto per capita - variação anual real - Rio Grande do Norte
14700,Produto Interno Bruto per capita - variação anual real - Sergipe
14721,Vendas industriais reais - Paraná
14741,Horas trabalhadas na produção industrial - Paraná
14742,Utilização da capacidade instalada - Paraná
14743,Pessoal total empregado na indústria - Paraná
14744,Massa salarial real na indústria - Paraná
14801,Dívida líquida do Estado do Acre e principais municípios
14803,Dívida líquida do Estado do Amapá e principais municípios
14804,Dívida líquida do Estado do Amazonas e principais municípios
14805,Dívida líquida do Estado do Pará e principais municípios
14806,Dívida líquida do Estado de Rondônia e principais municípios
14807,Dívida líquida do Estado de Roraima e principais municípios
14808,Dívida líquida do Estado do Tocantins e principais municípios
14810,Dívida líquida do Estado de Alagoas e principais municípios
14811,Dívida líquida do Estado da Bahia e principais municípios
14812,Dívida líquida do Estado do Ceará e principais municípios
14813,Necessidades de financiamento do Estado do AC e principais municípios - Resultado primário - Fluxo no trimestre
14814,Necessidades de financiamento do Estado de AL e principais municípios - Resultado primário - Fluxo no trimestre
14815,Necessidades de financiamento do Estado do AM e principais municípios - Resultado primário - Fluxo no trimestre
14816,Necessidades de financiamento do Estado do AP e principais municípios - Resultado primário - Fluxo no trimestre
14817,Necessidades de financiamento do Estado da BA e principais municípios - Resultado primário - Fluxo no trimestre
14818,Necessidades de financiamento do Estado do CE e principais municípios - Resultado primário - Fluxo no trimestre
14819,Necessidades de financiamento do Estado do ES e principais municípios - Resultado primário - Fluxo no trimestre
14820,Necessidades de financiamento do Estado de GO e principais municípios - Resultado primário - Fluxo no trimestre
14821,Necessidades de financiamento do Estado do MA e principais municípios - Resultado primário - Fluxo no trimestre
14822,Necessidades de financiamento do Estado de MG e principais municípios - Resultado primário - Fluxo no trimestre
14823,Necessidades de financiamento do Estado de MS e principais municípios - Resultado primário - Fluxo no trimestre
14824,Necessidades de financiamento do Estado do MT e principais municípios - Resultado primário - Fluxo no trimestre
14825,Necessidades de financiamento do Estado do PA e principais municípios - Resultado primário - Fluxo no trimestre
14826,Necessidades de financiamento do Estado da PB e principais municípios - Resultado primário - Fluxo no trimestre
14827,Necessidades de financiamento do Estado de PE e principais municípios - Resultado primário - Fluxo no trimestre
14828,Necessidades de financiamento do Estado do PI e principais municípios - Resultado primário - Fluxo no trimestre
14829,Necessidades de financiamento do Estado do PR e principais municípios - Resultado primário - Fluxo no trimestre
14830,Necessidades de financiamento do Estado do RJ e principais municípios - Resultado primário - Fluxo no trimestre
14831,Necessidades de financiamento do Estado do RN e principais municípios - Resultado primário - Fluxo no trimestre
14832,Necessidades de financiamento do Estado de RO e principais municípios - Resultado primário - Fluxo no trimestre
14833,Necessidades de financiamento do Estado de RR e principais municípios - Resultado primário - Fluxo no trimestre
14834,Necessidades de financiamento do Estado do RS e principais municípios - Resultado primário - Fluxo no trimestre
14835,Necessidades de financiamento do Estado de SC e principais municípios - Resultado primário - Fluxo no trimestre
14836,Necessidades de financiamento do Estado de SE e principais municípios - Resultado primário - Fluxo no trimestre
14837,Necessidades de financiamento do Estado de SP e principais municípios - Resultado primário - Fluxo no trimestre
