cod,descr
1878,Contas analíticas - Bancos criadores de moeda - Créditos aos governos estaduais e municipais
1879,Contas analíticas - Bancos criadores de moeda - Créditos a empresas públicas não-financeiras
1880,Contas analíticas - Bancos criadores de moeda - Créditos ao setor privado
1881,Contas analíticas - Bancos criadores de moeda - Créditos a outras instituições bancárias
1882,Contas analíticas - Bancos criadores de moeda - Total do Passivo
1883,Contas analíticas - Bancos criadores de moeda - Depósitos à vista
1884,"Contas analíticas - Bancos criadores de moeda - Depósitos a prazo, de poupança e outros"
1885,Contas analíticas - Bancos criadores de moeda - Instrumentos do mercado monetário
1886,Contas analíticas - Bancos criadores de moeda - Depósitos especiais
1887,Contas analíticas - Bancos criadores de moeda - Passivos externos
1888,Contas analíticas - Bancos criadores de moeda - Passivos externos de longo prazo
1889,Contas analíticas - Bancos criadores de moeda - Depósitos do governo federal
1890,Contas analíticas - Bancos criadores de moeda - Créditos da Autoridade Monetária
1891,Contas analíticas - Bancos criadores de moeda - Obrigações com outras instituições bancárias
1892,Contas analíticas - Bancos criadores de moeda - Obrigações com instituições financeiras não-bancárias
1893,Contas analíticas - Bancos criadores de moeda - Contas de capital
1894,Contas analíticas - Bancos criadores de moeda - Outros itens (líquido)
1895,Contas analíticas - Consolidado monetário - Total do ativo
1896,Contas analíticas - Consolidado monetário - Ativos externos (líquido)
1897,Contas analíticas - Consolidado monetário - Total do crédito interno
1898,Contas analíticas - Consolidado monetário - Créditos ao governo federal
1899,Contas analíticas - Consolidado monetário - Créditos aos governos estaduais e municipais
1900,Contas analíticas - Consolidado monetário - Créditos a empresas públicas não-financeiras
1901,Contas analíticas - Consolidado monetário - Créditos ao setor privado
1902,Contas analíticas - Consolidado monetário - Crédito a outras instituições bancárias
1903,Contas analíticas - Consolidado monetário - Créditos a instituições financeiras não-bancárias
1904,Contas analíticas - Consolidado monetário - Total do passivo
1905,Contas analíticas - Consolidado monetário - Moeda
1906,Contas analíticas - Consolidado monetário - Quase-moeda
1907,Contas analíticas - Consolidado monetário - Instrumentos do mercado monetário
1908,Contas analíticas - Consolidado monetário - Obrigações por títulos do Bacen
1909,Contas analíticas - Consolidado monetário - Depósitos especiais
1910,Contas analíticas - Consolidado monetário - Passivos externos de longo prazo
1911,Contas analíticas - Consolidado monetário - Obrigações com outras instituições bancárias
1912,Contas analíticas - Consolidado monetário - Obrigações com instituições financeiras não-bancárias
1913,Contas analíticas - Consolidado monetário - Contas de capital
1914,Contas analíticas - Consolidado monetário - Outros itens (líquido)
1915,Contas analíticas - Outras instituições bancárias - Total do ativo
1916,Contas analíticas - Outras instituições bancárias - Reservas
1917,Contas analíticas - Outras instituições bancárias - Títulos do Banco Central
1918,Contas analíticas - Outras instituições bancárias - Ativos externos
1919,Contas analíticas - Outras instituições bancárias - Créditos ao governo federal
1920,Contas analíticas - Outras instituições bancárias - Créditos aos governos estaduais e municipais
1921,Contas analíticas - Outras instituições bancárias - Créditos a empresas públicas não-financeiras
1922,Contas analíticas - Outras instituições bancárias - Créditos ao setor privado
1923,Contas analíticas - Outras instituições bancárias - Créditos aos bancos criadores de moeda
1924,Contas analíticas - Outras instituições bancárias - Total do Passivo
1925,Contas analíticas - Outras instituições bancárias - Depósitos à vista
1926,"Contas analíticas - Outras instituições bancárias - Depósitos a prazo, de poupança e outros"
1927,Contas analíticas - Outras instituições bancárias - Instrumentos do mercado monetário
1928,Contas analíticas - Outras instituições bancárias - Depósitos especiais
1929,Contas analíticas - Outras instituições bancárias - Passivos externos
1930,Contas analíticas - Outras instituições bancárias - Passivos externos de longo prazo
1931,Contas analíticas - Outras instituições bancárias - Depósitos do governo federal
1932,Contas analíticas - Outras instituições bancárias - Créditos da Autoridade Monetária
1933,Contas analíticas - Outras instituições bancárias - Crédito de bancos criadores de moeda
1934,Contas analíticas - Outras instituições bancárias - Contas de capital
1935,Contas analíticas - Outras instituições bancárias - Outros itens (líquido)
1936,Contas analíticas - Consolidado bancário - Total do ativo
1937,Contas analíticas - Consolidado bancário - Ativos externos (líquido)
1938,Contas analíticas - Consolidado bancário - Total do crédito interno
1939,Contas analíticas - Consolidado bancário - Créditos ao governo federal
1940,Contas analíticas - Consolidado bancário - Créditos aos governos estaduais e municipais
1941,Contas analíticas - Consolidado bancário - Créditos a empresas públicas não-financeiras
1942,Contas analíticas - Consolidado bancário - Créditos ao setor privado
1943,Contas analíticas - Consolidado bancário - Créditos a instituições financeiras não-bancárias
1944,Contas analíticas - Consolidado bancário - Total do passivo
1945,Contas analíticas - Consolidado bancário - Passivo com liquidez
1946,Contas analíticas - Consolidado bancário - Instrumentos do mercado monetário
1947,Contas analíticas - Consolidado bancário - Obrigações por títulos do Bacen
1948,Contas analíticas - Consolidado bancário - Depósitos especiais
1949,Contas analíticas - Consolidado bancário - Passivos externos de longo prazo
1950,Contas analíticas - Consolidado bancário - Obrigações com instituições financeiras não-bancárias
1951,Contas analíticas - Consolidado bancário - Contas de capital
1952,Contas analíticas - Consolidado bancário - Outros itens (líquido)
1953,Contas analíticas - Instituições financeiras não-bancárias - Total do ativo
1954,Contas analíticas - Instituições financeiras não-bancárias - Reservas
1955,Contas analíticas - Instituições financeiras não-bancárias - Títulos do Banco Central
1956,Contas analíticas - Instituições financeiras não-bancárias - Ativos externos
1957,Contas analíticas - Instituições financeiras não-bancárias - Créditos ao governo federal
1958,Contas analíticas - Instituições financeiras não-bancárias - Créditos aos governos estaduais e municipais
1959,Contas analíticas - Instituições financeiras não-bancárias - Créditos a empresas públicas não-financeiras
1960,Contas analíticas - Instituições financeiras não-bancárias - Créditos ao setor privado
1961,Contas analíticas - Instituições financeiras não-bancárias - Créditos aos bancos criadores de moeda
1962,Contas analíticas - Instituições financeiras não-bancárias - Créditos a outras instituições bancárias
1963,Contas analíticas - Instituições financeiras não-bancárias - Total do passivo
1964,Contas analíticas - Instituições financeiras não-bancárias - Instrumentos do mercado monetário
1965,Contas analíticas - Instituições financeiras não-bancárias - Depósitos especiais
1966,Contas analíticas - Instituições financeiras não-bancárias - Passivos externos
1967,Contas analíticas - Instituições financeiras não-bancárias - Passivos externos de longo prazo
1968,Contas analíticas - Instituições financeiras não-bancárias - Depósitos do governo federal
1969,Contas analíticas - Instituições financeiras não-bancárias - Obrigações com outras instituições bancárias
1970,Contas analíticas - Instituições financeiras não-bancárias - Contas de capital
1971,Contas analíticas - Instituições financeiras não-bancárias - Outros itens (líquido)
1972,Saldo das operações de crédito das instituições financeiras sob controle público - Risco normal (Níveis de risco AA a C) - Setor público federal
1973,Saldo das operações de crédito das instituições financeiras sob controle público - Risco normal (Níveis de risco AA a C) - Setor público estadual e municipal
1974,Saldo das operações de crédito das instituições financeiras sob controle público - Risco normal (Níveis de risco AA a C) - Setor privado industrial
1975,Saldo das operações de crédito das instituições financeiras sob controle público - Risco normal (Níveis de risco AA a C) - Setor habitacional
1976,Saldo das operações de crédito das instituições financeiras sob controle público - Risco normal (Níveis de risco AA a C) - Setor rural
1977,Saldo das operações de crédito das instituições financeiras sob controle público - Risco normal (Níveis de risco AA a C) - Setor comercial
1978,Saldo das operações de crédito das instituições financeiras sob controle público - Risco normal (Níveis de risco AA a C) - Pessoas físicas
1979,Saldo das operações de crédito das instituições financeiras sob controle público - Risco normal (Níveis de risco AA a C) - Setor privado de outros serviços
1980,Saldo das operações de crédito das instituições financeiras sob controle público - Risco normal (Níveis de risco AA a C) - Total
1981,Saldo das operações de crédito das instituições financeiras sob controle público - Risco 1 (Níveis de risco D a G) - Setor público federal
1982,Saldo das operações de crédito das instituições financeiras sob controle público - Risco 1 (Níveis de risco D a G) - Setor público estadual e municipal
1983,Saldo das operações de crédito das instituições financeiras sob controle público - Risco 1 (Níveis de risco D a G) - Setor privado industrial
1984,Saldo das operações de crédito das instituições financeiras sob controle público - Risco 1 (Níveis de risco D a G) - Setor habitacional
1985,Saldo das operações de crédito das instituições financeiras sob controle público - Risco 1 (Níveis de risco D a G) - Setor rural
1986,Saldo das operações de crédito das instituições financeiras sob controle público - Risco 1 (Níveis de risco D a G) - Setor comercial
1987,Saldo das operações de crédito das instituições financeiras sob controle público - Risco 1 (Níveis de risco D a G) - Pessoas físicas
1988,Saldo das operações de crédito das instituições financeiras sob controle público - Risco 1 (Níveis de risco D a G) - Setor privado de outros serviços
1989,Saldo das operações de crédito das instituições financeiras sob controle público - Risco 1 (Níveis de risco D a G) - Total
1990,Saldo das operações de crédito das instituições financeiras sob controle público - Risco 2 (Nível de risco H) - Setor público federal
1991,Saldo das operações de crédito das instituições financeiras sob controle público - Risco 2 (Nível de risco H) - Setor público estadual e municipal
1992,Saldo das operações de crédito das instituições financeiras sob controle público - Risco 2 (Nível de risco H) - Setor privado industrial
1993,Saldo das operações de crédito das instituições financeiras sob controle público - Risco 2 (Nível de risco H) - Setor habitacional
1994,Saldo das operações de crédito das instituições financeiras sob controle público - Risco 2 (Nível de risco H) - Setor rural
1995,Saldo das operações de crédito das instituições financeiras sob controle público - Risco 2 (Nível de risco H) - Setor comercial
1996,Saldo das operações de crédito das instituições financeiras sob controle público - Risco 2 (Nível de risco H) - Pessoas físicas
